province,ward,code,type,lat,lon,population,area_km2,nearest_highway_type,distance_to_road_km,snapped_lat,snapped_lon
Hà Nội,phường Kiến Hưng,9552.0,phường,20.9549,105.78,70833.0,6.65,primary,0.2019,20.9532891,105.7791563
Hà Nội,phường Yên Nghĩa,9562.0,phường,20.9391,105.736,49643.0,13.18,residential,0.0463,20.9390008,105.736405
Hà Nội,phường Xuân Đỉnh,611.0,phường,21.0645,105.795,48658.0,5.46,residential,0.0747,21.0638471,105.7951621
Hà Nội,phường Long Biên,145.0,phường,21.0197,105.896,62887.0,19.04,residential,0.1541,21.0202113,105.8947092
Hà Nội,phường Hoàng Mai,331.0,phường,20.9746,105.862,98502.0,9.04,residential,0.147,20.9756255,105.8628375
Hà Nội,phường Ba Đình,4.0,phường,21.0386,105.838,65023.0,2.97,tertiary,0.0544,21.0387876,105.8375471
Hà Nội,phường Việt Hưng,127.0,phường,21.0648,105.904,117410.0,12.91,tertiary,0.0344,21.0647043,105.903705
Hà Nội,phường Ngọc Hà,8.0,phường,21.0381,105.816,93536.0,2.68,primary,0.0663,21.0384371,105.8155069
Hà Nội,phường Dương Nội,9886.0,phường,20.975,105.749,56091.0,7.9,residential,0.0347,20.9747366,105.748832
Hà Nội,phường Nghĩa Đô,160.0,phường,21.0451,105.794,125568.0,4.34,residential,0.0187,21.0449985,105.793866
Hà Nội,phường Xuân Phương,622.0,phường,21.0296,105.745,104947.0,10.81,residential,0.0349,21.0297394,105.7452817
Hà Nội,phường Yên Sở,340.0,phường,20.9567,105.857,40948.0,5.62,residential,0.2614,20.9586904,105.8582585
Hà Nội,phường Định Công,316.0,phường,20.9769,105.825,85502.0,5.34,secondary,0.0407,20.9770823,105.8253183
Hà Nội,phường Yên Hòa,175.0,phường,21.0139,105.796,77029.0,4.1,secondary,0.0268,21.0141416,105.7960009
Hà Nội,phường Bồ Đề,118.0,phường,21.0514,105.87,120028.0,12.94,residential,0.0092,21.0513471,105.8700637
Hà Nội,phường Thanh Xuân,367.0,phường,20.9995,105.805,106316.0,3.24,residential,0.0149,20.9995088,105.8048657
Hà Nội,phường Ô Chợ Dừa,190.0,phường,21.0243,105.826,71293.0,1.83,secondary,0.1044,21.0241688,105.8269312
Hà Nội,phường Bạch Mai,292.0,phường,21.0022,105.852,129571.0,2.95,residential,0.0194,21.002259,105.8518359
Hà Nội,phường Hồng Hà,97.0,phường,21.0567,105.845,123282.0,15.09,residential,0.0231,21.0565981,105.8448187
Hà Nội,phường Phương Liệt,352.0,phường,20.9926,105.832,81977.0,3.2,secondary,0.0297,20.9927622,105.8322127
Hà Nội,phường Cửa Nam,82.0,phường,21.0226,105.851,52751.0,1.68,secondary,0.04,21.0227307,105.8506639
Hà Nội,phường Cầu Giấy,166.0,phường,21.0309,105.788,74516.0,3.74,secondary,0.0375,21.0305666,105.7880541
Hà Nội,phường Láng,199.0,phường,21.0211,105.806,61135.0,1.88,secondary,0.0161,21.0209754,105.8059256
Hà Nội,phường Đại Mỗ,637.0,phường,20.9935,105.775,80462.0,8.1,tertiary,0.0295,20.9935432,105.7747381
Hà Nội,phường Hai Bà Trưng,256.0,phường,21.0136,105.852,87801.0,2.65,tertiary,0.0127,21.0136102,105.8518861
Hà Nội,phường Kim Liên,229.0,phường,21.0057,105.832,109107.0,2.46,tertiary,0.0273,21.0058451,105.8321987
Hà Nội,phường Lĩnh Nam,328.0,phường,20.9656,105.89,20706.0,10.86,residential,0.1014,20.9665065,105.8901105
Hà Nội,phường Phú Diễn,619.0,phường,21.0489,105.766,74603.0,6.29,residential,0.1469,21.0475917,105.7657979
Hà Nội,phường Phú Lương,9568.0,phường,20.9392,105.767,52024.0,9.4,residential,0.1067,20.9401608,105.7670364
Hà Nội,phường Vĩnh Tuy,283.0,phường,20.998,105.867,90583.0,2.33,trunk,0.0169,20.9979945,105.8668481
Hà Nội,xã Đoài Phương,9616.0,xã,21.0682,105.486,39828.0,57.1,residential,0.0381,21.0680819,105.4856774
Hà Nội,phường Giảng Võ,25.0,phường,21.0275,105.814,97034.0,2.6,residential,0.0156,21.0274583,105.8138661
Hà Nội,phường Đông Ngạc,602.0,phường,21.075,105.776,83544.0,8.85,tertiary,0.0852,21.074233,105.7759632
Hà Nội,phường Phúc Lợi,136.0,phường,21.0422,105.919,66790.0,10.41,residential,0.0256,21.0420052,105.9188772
Hà Nội,phường Từ Liêm,592.0,phường,21.0204,105.771,119997.0,10.18,residential,0.0161,21.0203769,105.7711436
Hà Nội,phường Tây Tựu,613.0,phường,21.0642,105.739,39436.0,7.54,residential,0.0362,21.0644024,105.7387439
Hà Nội,phường Tây Mỗ,634.0,phường,21.0009,105.747,46894.0,5.56,residential,0.0411,21.0010695,105.7466704
Hà Nội,phường Hoàn Kiếm,70.0,phường,21.032,105.85,105301.0,1.91,tertiary,0.0507,21.031667,105.8496877
Hà Nội,phường Tương Mai,322.0,phường,20.9893,105.854,136292.0,3.56,residential,0.0613,20.9896768,105.8544035
Hà Nội,phường Khương Đình,364.0,phường,20.991,105.815,86286.0,3.1,residential,0.0761,20.9909409,105.8156828
Hà Nội,phường Tây Hồ,103.0,phường,21.058,105.82,100122.0,10.72,tertiary,0.071,21.0573609,105.8199663
Hà Nội,phường Hoàng Liệt,337.0,phường,20.9615,105.832,55820.0,4.04,residential,0.0959,20.9622384,105.831552
Hà Nội,phường Thượng Cát,598.0,phường,21.0866,105.75,24692.0,14.77,primary,0.0461,21.086313,105.7502999
Hà Nội,phường Hà Đông,9556.0,phường,20.9734,105.778,185205.0,9.0,residential,0.0353,20.9736672,105.7778279
Hà Nội,phường Văn Miếu - Quốc Tử Giám,226.0,phường,21.0199,105.837,105604.0,1.92,residential,0.0484,21.0202298,105.8372849
Hà Nội,phường Sơn Tây,9574.0,phường,21.1441,105.49,71301.0,23.08,residential,0.2935,21.1461848,105.4916266
Hà Nội,phường Phú Thượng,91.0,phường,21.086,105.802,39322.0,7.21,residential,0.017,21.0858472,105.8019959
Hà Nội,phường Vĩnh Hưng,301.0,phường,20.9906,105.883,67561.0,4.47,residential,0.0838,20.9901483,105.8823949
Hà Nội,phường Đống Đa,235.0,phường,21.0119,105.822,81358.0,2.07,secondary,0.0642,21.0116729,105.8214679
Hà Nội,phường Tùng Thiện,9604.0,phường,21.1212,105.458,42052.0,32.34,secondary,0.03,21.1209602,105.4578749
Hà Nội,xã Liên Minh,9787.0,xã,21.1277,105.646,23443.0,20.98,residential,0.0428,21.1273824,105.6462186
Hà Nội,xã Phúc Thịnh,466.0,xã,21.1623,105.815,95951.0,42.63,residential,0.0344,21.1625894,105.8151117
Hà Nội,xã Vĩnh Thanh,508.0,xã,21.1079,105.818,19291.0,37.37,residential,0.2487,21.1072089,105.8158688
Hà Nội,xã Yên Lãng,8980.0,xã,21.1721,105.662,18459.0,38.2,residential,0.0861,21.1723067,105.6612521
Hà Nội,xã An Khánh,9877.0,xã,20.9876,105.708,20104.0,45.09,secondary,0.0417,20.9875268,105.7083682
Hà Nội,xã Gia Lâm,565.0,xã,21.002,105.949,20189.0,37.61,tertiary,0.0159,21.0019631,105.948862
Hà Nội,xã Thuận An,562.0,xã,21.0303,105.984,68292.0,29.67,residential,0.0325,21.0303702,105.9842846
Hà Nội,xã Sơn Đồng,9871.0,xã,21.024,105.705,63267.0,21.57,residential,0.0146,21.0240477,105.7051221
Hà Nội,xã Hoài Đức,9832.0,xã,21.062,105.705,69239.0,16.73,residential,0.0477,21.061623,105.7052055
Hà Nội,xã Bát Tràng,577.0,xã,20.9928,105.917,48987.0,20.67,residential,0.0053,20.9928255,105.9169599
Hà Nội,xã Quang Minh,8974.0,xã,21.1927,105.751,69623.0,32.17,residential,0.3213,21.1942152,105.7485339
Hà Nội,xã Cổ Đô,9634.0,xã,21.2688,105.397,70706.0,53.25,primary,0.363,21.2705575,105.3942421
Hà Nội,xã Tiến Thắng,8995.0,xã,21.203,105.692,64246.0,36.34,residential,0.0207,21.2028297,105.6919251
Hà Nội,xã Bất Bạt,9676.0,xã,21.1674,105.332,40066.0,56.43,residential,0.0663,21.1668426,105.3317856
Hà Nội,xã Phúc Sơn,10459.0,xã,20.7809,105.681,54084.0,49.31,residential,0.0118,20.7808866,105.6811058
Hà Nội,xã Mê Linh,9022.0,xã,21.151,105.733,62197.0,34.97,residential,0.0572,21.1515056,105.7330978
Hà Nội,xã Minh Châu,9661.0,xã,21.2114,105.453,44358.0,39.68,residential,0.0098,21.2113781,105.4530852
Hà Nội,xã Suối Hai,9694.0,xã,21.12,105.403,35201.0,51.56,residential,0.0379,21.1200971,105.4026731
Hà Nội,xã Quảng Bị,10072.0,xã,20.873,105.703,62968.0,37.14,residential,0.0327,20.8727569,105.7028331
Hà Nội,xã Quảng Oai,9619.0,xã,21.174,105.427,59001.0,49.26,residential,0.02,21.1740037,105.4271798
Hà Nội,xã Vật Lại,9664.0,xã,21.2174,105.392,58579.0,51.75,residential,0.0504,21.2170193,105.3917532
Hà Nội,xã Ba Vì,9700.0,xã,21.0581,105.341,26651.0,81.27,residential,0.1908,21.059731,105.3415436
Hà Nội,xã Xuân Mai,10045.0,xã,20.8731,105.593,67310.0,50.72,residential,0.1158,20.8730509,105.5940423
Hà Nội,phường Chương Mỹ,10015.0,phường,20.9248,105.699,87913.0,38.9,tertiary,0.0526,20.9243266,105.6989868
Hà Nội,xã Đan Phượng,9784.0,xã,21.0912,105.666,47629.0,15.3,residential,0.0266,21.0912003,105.6657601
Hà Nội,xã Đông Anh,454.0,xã,21.1101,105.872,118183.0,48.68,residential,0.0246,21.1098797,105.8719799
Hà Nội,xã Hòa Phú,10096.0,xã,20.8239,105.735,49948.0,29.87,residential,0.4374,20.8278067,105.7355145
Hà Nội,xã Ô Diên,9817.0,xã,21.1095,105.704,97506.0,32.06,residential,0.0475,21.1091248,105.704206
Hà Nội,xã Thư Lâm,475.0,xã,21.1648,105.888,102580.0,43.84,residential,0.188,21.1642437,105.8895995
Hà Nội,xã Trần Phú,10081.0,xã,20.8423,105.65,47528.0,44.36,tertiary,0.0282,20.842066,105.6500998
Hà Nội,xã Thiên Lộc,493.0,xã,21.1204,105.771,74597.0,27.96,trunk,0.0521,21.1199824,105.7712138
Hà Nội,xã Yên Bài,9706.0,xã,21.0536,105.419,21416.0,68.19,residential,0.0464,21.0538233,105.4186463
Hà Nội,xã Phú Nghĩa,10030.0,xã,20.9182,105.642,71048.0,40.25,residential,0.0251,20.9182047,105.6417739
Hà Nội,xã Đại Xuyên,10342.0,xã,20.7006,105.949,74906.0,51.66,residential,0.0993,20.7009222,105.9498346
Hà Nội,xã Chuyên Mỹ,10330.0,xã,20.7162,105.884,44859.0,35.54,residential,0.2346,20.7142299,105.884766
Hà Nội,xã Mỹ Đức,10441.0,xã,20.646,105.692,60493.0,61.59,residential,0.3049,20.6447294,105.6944352
Hà Nội,xã Phù Đổng,541.0,xã,21.0621,105.949,111484.0,41.62,residential,0.1791,21.0611161,105.9477215
Hà Nội,xã Hồng Sơn,10465.0,xã,20.7156,105.706,63130.0,54.38,unclassified,0.191,20.7166573,105.7046419
Hà Nội,xã Kim Anh,382.0,xã,21.2765,105.763,48564.0,52.8,unclassified,0.0596,21.276798,105.763447
Hà Nội,xã Phú Cát,9952.0,xã,20.9461,105.56,43339.0,51.21,residential,0.0689,20.9466173,105.5596568
Hà Nội,xã Phúc Thọ,9715.0,xã,21.1124,105.528,75425.0,39.66,residential,0.0858,21.1130825,105.5276379
Hà Nội,xã Phúc Lộc,9739.0,xã,21.1467,105.575,28236.0,70.5,residential,0.0819,21.1467677,105.5742654
Hà Nội,xã Dương Hòa,9856.0,xã,21.0489,105.673,58830.0,17.41,residential,0.0217,21.0489984,105.6731692
Hà Nội,xã Kiều Phú,9910.0,xã,20.975,105.607,60885.0,34.49,residential,0.0141,20.9749005,105.6069213
Hà Nội,xã Hương Sơn,10489.0,xã,20.6192,105.763,31486.0,32.62,residential,0.2277,20.6207977,105.7642865
Hà Nội,xã Hát Môn,9772.0,xã,21.0897,105.623,72227.0,37.67,residential,0.2075,21.0878911,105.6234732
Hà Nội,xã Yên Xuân,4930.0,xã,20.978,105.47,29375.0,78.01,primary,0.1317,20.9768378,105.4697612
Hà Nội,xã Quốc Oai,9895.0,xã,21.0114,105.649,63344.0,24.0,residential,0.0513,21.0113199,105.6485451
Hà Nội,xã Đại Thanh,664.0,xã,20.937,105.814,92557.0,18.92,tertiary,0.0039,20.9369674,105.8139871
Hà Nội,xã Phú Xuyên,10273.0,xã,20.7641,105.917,23053.0,64.58,unclassified,0.1306,20.7631749,105.9177272
Hải Phòng,phường Nhị Chiểu,10714.0,phường,21.0346,106.557,43799.0,39.28,residential,0.057,21.0351023,106.5571086
Hải Phòng,phường Ái Quốc,10660.0,phường,20.9433,106.383,24736.0,17.6,residential,0.1662,20.9418478,106.3826363
Hải Phòng,phường Trần Hưng Đạo,10570.0,phường,21.1515,106.371,45657.0,9.32,residential,0.0697,21.1509177,106.3707648
Hải Phòng,xã Đường An,10972.0,xã,20.8725,106.171,34341.0,25.53,unclassified,0.2064,20.8723035,106.1691513
Hà Nội,xã Vân Đình,10354.0,xã,20.7209,105.789,60828.0,41.6,residential,0.0454,20.7213071,105.7889615
Hải Phòng,phường Phạm Sư Mạnh,10726.0,phường,21.0179,106.512,24919.0,22.34,residential,0.0133,21.017935,106.5118857
Hà Nội,xã Hòa Xá,10417.0,xã,20.6673,105.79,69428.0,40.42,residential,0.111,20.6680129,105.7907009
Hải Phòng,phường Nguyễn Đại Năng,10744.0,phường,20.9579,106.567,29083.0,17.4,residential,0.0112,20.9580006,106.5669993
Hà Nội,xã Dân Hòa,10180.0,xã,20.8094,105.792,62755.0,38.43,residential,0.0898,20.8101311,105.7923458
Hải Phòng,xã Thượng Hồng,10993.0,xã,20.8367,106.188,24584.0,24.01,residential,0.0301,20.8369492,106.1881077
Hà Nội,xã Ứng Thiên,10369.0,xã,20.7738,105.759,53962.0,38.4,residential,0.0488,20.7734264,105.7587683
Hà Nội,xã Thường Tín,10183.0,xã,20.8769,105.841,70739.0,28.29,residential,0.0669,20.8764359,105.8406155
Hà Nội,xã Nam Phù,685.0,xã,20.9197,105.884,42772.0,13.74,residential,0.0078,20.9196403,105.883963
Hà Nội,xã Hạ Bằng,9982.0,xã,21.0202,105.561,38721.0,32.14,residential,0.0121,21.0202372,105.5608973
Hà Nội,xã Trung Giã,385.0,xã,21.3318,105.831,61315.0,77.52,residential,0.0259,21.3316905,105.8312063
Hải Phòng,phường Thành Đông,10507.0,phường,20.9594,106.325,50307.0,12.22,unclassified,0.2212,20.9574621,106.3254663
Hà Nội,xã Phượng Dực,10279.0,xã,20.772,105.837,60281.0,44.69,residential,0.0292,20.7722629,105.8370174
Hà Nội,xã Hưng Đạo,931.0,xã,20.9673,105.67,49357.0,24.9,residential,0.0614,20.9678528,105.6700256
Hải Phòng,phường Trần Liễu,10729.0,phường,20.9958,106.492,26696.0,23.87,residential,0.0242,20.9955842,106.4919667
Hải Phòng,phường Tân Hưng,10537.0,phường,20.9056,106.336,38794.0,14.18,tertiary,0.0635,20.905885,106.3364956
Hà Nội,xã Thượng Phúc,10231.0,xã,20.8297,105.856,45464.0,28.91,residential,0.1103,20.8300629,105.8569247
Hải Phòng,phường Chí Linh,10546.0,phường,21.1031,106.319,31983.0,26.79,residential,0.4145,21.1002615,106.3214269
Hà Nội,xã Thanh Trì,640.0,xã,20.9388,105.859,51393.0,9.94,tertiary,0.0062,20.9387474,105.85902
Hà Nội,xã Hòa Lạc,9988.0,xã,21.0119,105.514,30864.0,41.11,residential,0.028,21.0117107,105.5141671
Hải Phòng,xã Tuệ Tĩnh,10909.0,xã,20.9738,106.262,27202.0,17.78,unclassified,0.1736,20.9732862,106.2634776
Hải Phòng,xã Cẩm Giang,10888.0,xã,20.9687,106.21,34523.0,26.64,residential,0.0257,20.968838,106.2101855
Hải Phòng,phường Lê Thanh Nghị,10532.0,phường,20.9303,106.312,81500.0,8.04,residential,0.0164,20.9303593,106.3121358
Hà Nội,xã Chương Dương,10237.0,xã,20.8354,105.901,59973.0,28.89,residential,0.049,20.8358412,105.9009987
Hải Phòng,xã Nam An Phụ,10705.0,xã,21.0153,106.435,27841.0,25.9,residential,0.0401,21.0156604,106.4350238
Hải Phòng,phường Hải Dương,10525.0,phường,20.941,106.344,51522.0,6.51,secondary,0.0717,20.9415984,106.3442431
Hà Nội,xã Bình Minh,10126.0,xã,20.904,105.762,83354.0,36.7,trunk,0.0632,20.9045416,105.7618234
Hải Phòng,phường Nam Đồng,10837.0,phường,20.9219,106.355,24900.0,19.67,residential,0.0205,20.9218161,106.3548357
Hải Phòng,phường Lê Đại Hành,10603.0,phường,21.0518,106.397,24638.0,31.62,residential,0.0598,21.0521274,106.3974273
Hải Phòng,xã Nam Sách,10606.0,xã,20.9805,106.354,36758.0,19.75,unclassified,0.0197,20.9803289,106.3539515
Hải Phòng,xã Kim Thành,10804.0,xã,20.885,106.514,42915.0,33.79,residential,0.0781,20.8842974,106.5139559
Hải Phòng,xã Trường Tân,11065.0,xã,20.8055,106.269,31736.0,24.56,residential,0.2193,20.8054894,106.2709759
Hà Nội,phường Thanh Liệt,643.0,phường,20.9645,105.809,76238.0,6.44,residential,0.0773,20.9649386,105.8095407
Hà Nội,xã Sóc Sơn,376.0,xã,21.2462,105.85,117876.0,68.24,unclassified,0.0065,21.2462441,105.8499613
Hà Nội,xã Hồng Vân,10210.0,xã,20.8797,105.888,58685.0,24.53,residential,0.0087,20.8797778,105.887994
Hà Nội,xã Tam Hưng,10144.0,xã,20.8758,105.798,39087.0,29.45,primary,0.0751,20.8754667,105.7985888
Hà Nội,xã Ngọc Hồi,679.0,xã,20.9123,105.837,43864.0,13.35,residential,0.4405,20.9101558,105.8336605
Hải Phòng,phường Trần Nhân Tông,10573.0,phường,21.1313,106.469,27053.0,39.97,unclassified,0.1109,21.1311995,106.4680063
Hải Phòng,phường Chu Văn An,10549.0,phường,21.0949,106.374,56251.0,40.86,residential,0.0912,21.0956558,106.3743221
Hà Nội,xã Thanh Oai,10114.0,xã,20.8465,105.767,54475.0,26.86,residential,0.0329,20.846204,105.7669955
Hải Phòng,xã Việt Hòa,10543.0,xã,20.948,106.254,31001.0,17.02,tertiary,0.0517,20.948406,106.2542276
Hải Phòng,xã An Thành,10792.0,xã,20.9292,106.502,28785.0,23.66,residential,0.2046,20.9291161,106.5038412
Hà Nội,xã Đa Phúc,430.0,xã,21.2506,105.901,83649.0,55.32,residential,0.1066,21.2505391,105.9019587
Hà Nội,xã Nội Bài,433.0,xã,21.2303,105.785,70469.0,51.64,residential,0.0837,21.2307471,105.7843924
Hải Phòng,xã Lai Khê,10756.0,xã,20.978,106.433,42875.0,30.07,residential,0.0466,20.9776077,106.4331486
Hải Phòng,xã Phú Thái,10750.0,xã,20.9594,106.505,46234.0,28.89,residential,0.1374,20.9594033,106.5062378
Hải Phòng,xã Tân An,11167.0,xã,20.7617,106.312,41922.0,40.61,residential,0.0741,20.7610548,106.3118273
Hải Phòng,xã Hà Đông,10882.0,xã,20.8357,106.473,33499.0,33.15,residential,0.025,20.8354949,106.4729076
Hải Phòng,xã Hà Tây,10846.0,xã,20.882,106.406,34187.0,24.41,residential,0.2324,20.8832543,106.4076767
Hải Phòng,xã Bắc Thanh Miện,11254.0,xã,20.7974,106.205,27227.0,25.27,residential,0.2528,20.7975587,106.2072721
Hải Phòng,xã Hải Hưng,11257.0,xã,20.8038,106.163,64918.0,39.89,residential,0.0331,20.8040883,106.1630747
Hải Phòng,xã Chí Minh,11131.0,xã,20.8078,106.462,35259.0,20.73,residential,0.0745,20.8084294,106.4617681
Hải Phòng,xã Khúc Thừa Dụ,11224.0,xã,20.7391,106.336,33784.0,28.79,residential,0.1072,20.7393249,106.3369393
Hải Phòng,xã Hà Bắc,10816.0,xã,20.942,106.414,36429.0,26.29,residential,0.0403,20.9422248,106.414285
Hải Phòng,phường An Hải,11617.0,phường,20.8441,106.634,77086.0,19.96,residential,0.0621,20.8446596,106.634002
Hải Phòng,xã Trần Phú,10633.0,xã,21.0319,106.328,35937.0,24.99,residential,0.0729,21.032555,106.3280439
Hải Phòng,xã Ninh Giang,11203.0,xã,20.7388,106.382,38745.0,23.69,secondary,0.2087,20.7402495,106.380803
Hải Phòng,xã Tứ Kỳ,11074.0,xã,20.8088,106.391,37792.0,30.86,unclassified,0.0379,20.8091336,106.3909284
Hải Phòng,phường Hưng Đạo,11689.0,phường,20.8016,106.683,37859.0,18.64,residential,0.2294,20.8010698,106.6849975
Hải Phòng,xã Hợp Tiến,10615.0,xã,21.0626,106.338,33086.0,43.11,residential,0.1574,21.0625516,106.3365827
Hải Phòng,phường Phù Liễn,11446.0,phường,20.7916,106.636,60733.0,18.46,primary,0.1452,20.792094,106.6372115
Hải Phòng,xã Đại Sơn,11086.0,xã,20.8723,106.378,30616.0,22.99,residential,0.3889,20.8705564,106.3749611
Hải Phòng,phường Bạch Đằng,11473.0,phường,20.9698,106.725,51633.0,53.49,residential,0.5675,20.964772,106.7259268
Hải Phòng,xã Thái Tân,10642.0,xã,20.9762,106.298,20334.0,20.73,residential,0.1445,20.9775014,106.2980327
Hải Phòng,phường Nam Triệu,11542.0,phường,20.9136,106.747,40224.0,29.51,residential,0.5871,20.9117086,106.742061
Hải Phòng,phường Ngô Quyền,11329.0,phường,20.866,106.704,88595.0,5.81,primary,0.1037,20.8663208,106.7031228
Hải Phòng,xã Thanh Hà,10813.0,xã,20.8854,106.439,36173.0,25.9,residential,0.1413,20.8864111,106.4397728
Hải Phòng,xã An Phú,10645.0,xã,21.007,106.374,49051.0,34.7,residential,0.1949,21.005325,106.374527
Hải Phòng,xã Nguyễn Lương Bằng,11242.0,xã,20.8353,106.224,33838.0,21.78,residential,0.0367,20.8355467,106.2242196
Hải Phòng,xã Hồng Châu,11218.0,xã,20.7295,106.284,32742.0,29.59,residential,0.0244,20.7295129,106.2842193
Hải Phòng,xã Vĩnh Lại,11164.0,xã,20.7819,106.359,38963.0,26.15,residential,0.0624,20.7822663,106.359427
Hải Phòng,xã Việt Khê,11503.0,xã,20.9951,106.592,37936.0,30.98,residential,0.0225,20.9950314,106.5921906
Hải Phòng,xã Hà Nam,10843.0,xã,20.921,106.463,27800.0,27.78,residential,0.1934,20.9222283,106.4642361
Hải Phòng,phường Thiên Hương,11557.0,phường,20.9056,106.643,45140.0,21.1,unclassified,0.0396,20.9057734,106.6426881
Hải Phòng,xã Lạc Phượng,11140.0,xã,20.7763,106.452,28613.0,24.71,residential,0.0665,20.7767649,106.4516224
Hải Phòng,xã Thanh Miện,11239.0,xã,20.7742,106.24,45388.0,33.47,residential,0.0198,20.7740233,106.2400219
Hải Phòng,phường Kiến An,11443.0,phường,20.822,106.646,67236.0,11.18,secondary,0.0521,20.822029,106.6455318
Hải Phòng,xã Nam Thanh Miện,11284.0,xã,20.7235,106.241,33230.0,23.99,residential,0.159,20.7226499,106.2398475
Hải Phòng,phường Thủy Nguyên,11560.0,phường,20.8897,106.695,71731.0,45.34,primary,0.1371,20.8888208,106.6958672
Hải Phòng,xã Tân Kỳ,11113.0,xã,20.8232,106.344,32974.0,116.5,residential,0.0101,20.8231319,106.3439393
Hải Phòng,phường An Dương,11581.0,phường,20.8615,106.596,76879.0,31.23,primary,0.0253,20.8617273,106.5959864
Hải Phòng,phường Lưu Kiếm,11488.0,phường,20.979,106.656,49376.0,42.17,residential,0.1916,20.9804722,106.6550984
Hải Phòng,xã Nguyên Giáp,11146.0,xã,20.7507,106.423,28127.0,27.21,residential,0.0732,20.7501494,106.4233629
Hải Phòng,phường Hồng An,11602.0,phường,20.9073,106.599,64771.0,27.64,residential,0.0129,20.9071879,106.5989705
Hải Phòng,phường Nam Đồ Sơn,11737.0,phường,20.7251,106.745,30372.0,21.0,secondary,0.1602,20.7236565,106.7449772
Hải Phòng,phường Lê Ích Mộc,11506.0,phường,20.9523,106.616,51853.0,27.04,residential,0.0188,20.9524187,106.6158798
Hải Phòng,phường Đồ Sơn,11455.0,phường,20.7133,106.778,36494.0,25.54,tertiary,0.0308,20.7130821,106.7781723
Hải Phòng,phường Hòa Bình,11533.0,phường,20.9383,106.694,69318.0,0.98,residential,0.8465,20.944734,106.6980942
Hải Phòng,phường An Biên,11407.0,phường,20.8256,106.677,116091.0,6.56,residential,0.0608,20.8255053,106.6764602
Hải Phòng,phường Hải An,11413.0,phường,20.8093,106.737,102648.0,39.99,residential,0.0888,20.8087873,106.7363856
Hải Phòng,phường Dương Kinh,11692.0,phường,20.7735,106.718,27339.0,27.96,tertiary,0.1087,20.7737668,106.7189418
Hải Phòng,phường Hồng Bàng,11311.0,phường,20.8712,106.656,113200.0,12.11,primary,0.173,20.8700827,106.654914
Hải Phòng,phường An Phong,11593.0,phường,20.8915,106.565,44660.0,27.92,unclassified,0.0418,20.8913215,106.5646684
Hải Phòng,phường Đông Hải,11411.0,phường,20.821,106.773,50748.0,57.65,residential,0.2062,20.8195194,106.7718775
Hải Phòng,phường Lê Chân,11383.0,phường,20.8429,106.684,161051.0,5.65,residential,0.0212,20.8427108,106.6840236
Hải Phòng,phường Gia Viên,11359.0,phường,20.8476,106.697,102246.0,5.01,tertiary,0.0429,20.8479219,106.6972141
Hải Phòng,xã An Lão,11629.0,xã,20.8159,106.575,10703.0,103.87,residential,0.1127,20.8166592,106.574326
Hải Phòng,xã An Trường,11635.0,xã,20.8404,106.529,45505.0,72.61,residential,0.0561,20.8407845,106.5293276
Hải Phòng,xã An Quang,11647.0,xã,20.8117,106.527,29091.0,21.4,residential,0.0542,20.8118463,106.5265341
Hải Phòng,xã An Khánh,11668.0,xã,20.7756,106.599,20104.0,45.09,residential,0.4232,20.7720296,106.5976623
Hải Phòng,xã An Hưng,11674.0,xã,20.7436,106.593,25535.0,20.23,residential,0.0612,20.7439728,106.5925936
Hải Phòng,đặc khu Bạch Long Vĩ,11948.0,,20.834,106.507,686.0,3.07,residential,0.2056,20.8355153,106.5080658
Hải Phòng,đặc khu Cát Hải,11914.0,,20.8087,106.869,71211.0,286.98,trunk,0.245,20.8076188,106.8709244
Hải Phòng,xã Vĩnh Hải,11875.0,xã,20.6361,106.475,37574.0,32.21,residential,0.1762,20.6366549,106.4764874
Bắc Ninh,phường Yên Dũng,7681.0,phường,21.2011,106.21,44149.0,52.42,residential,0.0623,21.2014123,106.2095332
Hải Phòng,xã Tiên Minh,11791.0,xã,20.6954,106.603,36236.0,36.48,residential,0.1327,20.6962023,106.6021131
Bắc Ninh,xã Hoàng Vân,7822.0,xã,21.3882,105.982,52899.0,40.23,residential,0.0535,21.3878763,105.9816434
Hải Phòng,xã Quyết Thắng,11761.0,xã,20.7754,106.517,22746.0,59.66,residential,0.0198,20.775365,106.5171745
Hải Phòng,xã Kiến Thụy,11680.0,xã,20.7589,106.655,3802.0,20.18,secondary,0.1274,20.7600433,106.6549026
Hải Phòng,xã Vĩnh Thịnh,11836.0,xã,20.7168,106.475,10839.0,133.91,tertiary,0.171,20.7182909,106.4746126
Bắc Ninh,phường Vân Hà,7798.0,phường,21.2483,106.059,58177.0,43.17,residential,0.061,21.248831,106.0588601
Hải Phòng,xã Nghi Dương,11713.0,xã,20.7269,106.63,25660.0,19.48,residential,0.2732,20.7247842,106.6312582
Bắc Ninh,xã Hợp Thịnh,7864.0,xã,21.3377,105.928,71714.0,49.27,primary,0.1031,21.336772,105.9279696
Hải Phòng,xã Kiến Hải,11749.0,xã,20.7107,106.714,44862.0,31.86,residential,0.4137,20.7143998,106.7135516
Bắc Ninh,xã Đồng Việt,7735.0,xã,21.1622,106.297,26714.0,33.21,residential,0.0335,21.1619642,106.296812
