province,ward,code,type,lat,lon,population,area_km2,nearest_highway_type,distance_to_road_km,snapped_lat,snapped_lon
Lai Châu,xã Thu Lũm,3439.0,xã,22.6474,102.448,5255.0,251.55,secondary,0.654,22.6502286,102.4428319
Lai Châu,xã Pu Sam Cáp,3532.0,xã,22.2263,103.493,11611.0,152.23,unclassified,0.1025,22.2271978,103.4932172
Lai Châu,xã Than Uyên,3595.0,xã,21.957,103.884,27283.0,132.09,residential,0.0244,21.956812,103.8838863
Lai Châu,xã Bum Nưa,3466.0,xã,22.4925,102.85,7147.0,315.13,tertiary,0.1157,22.4917833,102.8507564
Lai Châu,xã Tủa Sín Chải,3529.0,xã,22.2005,103.273,16199.0,292.88,residential,0.3612,22.198957,103.2701352
Lai Châu,xã Hồng Thu,3508.0,xã,22.4203,103.322,13368.0,178.0,residential,0.0796,22.4209256,103.3223498
Lai Châu,xã Nậm Cuổi,3544.0,xã,22.0735,103.503,10799.0,177.16,tertiary,0.3153,22.0733372,103.5058357
Lai Châu,xã Bình Lư,3390.0,xã,22.3532,103.678,18606.0,173.91,residential,0.255,22.3531159,103.6802959
Lai Châu,xã Hua Bum,3460.0,xã,22.3565,102.98,5697.0,355.72,unclassified,3.1821,22.332809,102.9638585
Lai Châu,xã Mường Tè,3445.0,xã,22.482,102.63,6364.0,292.0,residential,0.6005,22.4822314,102.6245946
Lai Châu,phường Đoàn Kết,3388.0,phường,22.4412,103.397,25403.0,134.31,residential,0.0444,22.4415853,103.397107
Lai Châu,xã Dào San,3571.0,xã,22.6637,103.361,16123.0,137.29,residential,0.0884,22.6635737,103.3617863
Lai Châu,xã Mường Mô,3472.0,xã,22.1502,102.868,7335.0,395.16,unclassified,0.1631,22.1512832,102.8670073
Lai Châu,xã Mường Kim,3637.0,xã,21.8809,103.798,20385.0,316.32,trunk,0.1153,21.8809611,103.7969627
Lai Châu,xã Tân Uyên,3598.0,xã,22.1433,103.751,30415.0,296.25,residential,1.1286,22.1533358,103.7526324
Lạng Sơn,xã Bắc Sơn,6325.0,xã,21.9122,106.329,16907.0,80.46,residential,0.0162,21.9121325,106.3288701
Lai Châu,xã Pắc Ta,3616.0,xã,22.0992,103.859,10704.0,168.58,residential,0.0406,22.0989678,103.8592824
Lai Châu,xã Bum Tở,3433.0,xã,22.3407,102.791,11711.0,384.07,secondary,0.1015,22.3397941,102.7908781
Lai Châu,xã Khoen On,3640.0,xã,21.7686,103.854,10677.0,189.78,residential,0.9637,21.7716358,103.845866
Lai Châu,xã Khổng Lào,3583.0,xã,22.5935,103.372,16924.0,188.12,residential,0.0027,22.593523,103.3720069
Lai Châu,xã Lê Lợi,3487.0,xã,22.1699,103.154,911.0,288.36,tertiary,0.0333,22.1696248,103.1538803
Lạng Sơn,xã Bằng Mạc,6475.0,xã,21.7164,106.528,13647.0,117.82,residential,0.0957,21.7169891,106.5286289
Lạng Sơn,xã Kiên Mộc,6625.0,xã,21.6343,107.222,7976.0,417.78,tertiary,0.4541,21.6303134,107.2210811
Lạng Sơn,xã Ba Sơn,6196.0,xã,21.9033,107.015,10416.0,154.96,residential,0.8071,21.8960575,107.0156497
Lai Châu,xã Khun Há,3430.0,xã,22.2581,103.583,9148.0,149.35,residential,0.4336,22.2611074,103.5805064
Lai Châu,xã Mường Khoa,3601.0,xã,22.1773,103.654,12529.0,168.83,unclassified,0.1071,22.1777832,103.6531649
Lai Châu,xã Mù Cả,3451.0,xã,22.4844,102.459,3299.0,384.04,residential,1.6935,22.4984017,102.4529392
Lai Châu,xã Pa Tần,3503.0,xã,22.415,103.123,9039.0,316.53,residential,0.5911,22.4104656,103.1257921
Lai Châu,xã Nậm Hàng,3434.0,xã,22.145,103.019,11218.0,335.92,unclassified,0.085,22.1444818,103.019564
Lai Châu,xã Nậm Mạ,3538.0,xã,22.1516,103.425,6504.0,112.73,residential,0.4813,22.1543295,103.4283695
Lai Châu,xã Mường Than,3618.0,xã,22.0198,103.861,13925.0,154.08,residential,0.6284,22.02546,103.861103
Lai Châu,xã Nậm Sỏ,3613.0,xã,22.085,103.596,,263.35,unclassified,0.2815,22.0872365,103.5948046
Lai Châu,xã Nậm Tăm,3517.0,xã,22.2929,103.382,12753.0,242.28,tertiary,0.2807,22.29133,103.3800173
Lai Châu,xã Pa Ủ,3442.0,xã,22.6252,102.649,6084.0,444.58,residential,0.9228,22.6176679,102.652519
Lạng Sơn,xã Hoa Thám,6073.0,xã,22.1832,106.364,6131.0,151.78,secondary,2.8347,22.1654284,106.3456607
Lạng Sơn,xã Cao Lộc,6211.0,xã,21.9434,106.816,692.0,103.86,secondary,0.523,21.9480368,106.8168363
Lạng Sơn,xã Công Sơn,6220.0,xã,21.8792,106.866,6506.0,84.74,tertiary,0.8313,21.8717444,106.8652944
Lạng Sơn,xã Chi Lăng,6463.0,xã,21.6099,106.546,,802.06,residential,0.12,21.6095249,106.5449864
Lạng Sơn,xã Chiến Thắng,6481.0,xã,21.7333,106.759,11563.0,114.27,residential,0.0631,21.7337557,106.7593392
Lạng Sơn,xã Đình Lập,6613.0,xã,21.5854,107.071,9916.0,164.66,unclassified,0.1772,21.5869045,107.0715338
Lạng Sơn,xã Đồng Đăng,6184.0,xã,21.9461,106.722,24976.0,91.57,residential,1.7672,21.9432607,106.7063346
Lạng Sơn,xã Hội Hoan,6151.0,xã,22.0321,106.485,7479.0,117.43,secondary,0.4131,22.0344899,106.4878532
Lạng Sơn,xã Bình Gia,6112.0,xã,21.9681,106.374,15008.0,104.98,residential,0.3664,21.9648901,106.3732284
Lạng Sơn,xã Kháng Chiến,6037.0,xã,22.268,106.59,5684.0,142.0,secondary,2.0216,22.2579039,106.605158
Lạng Sơn,xã Khuất Xá,6565.0,xã,21.729,107.09,9283.0,124.91,unclassified,0.8259,21.7280423,107.0826217
Lạng Sơn,xã Hữu Lũng,6385.0,xã,21.5134,106.368,30848.0,52.87,residential,0.075,21.5129517,106.3685055
Lạng Sơn,xã Mẫu Sơn,6541.0,xã,21.8008,107.005,9655.0,136.04,primary,0.0632,21.8002718,107.0052126
Lạng Sơn,xã Nhất Hòa,6376.0,xã,21.739,106.26,114.0,143.72,tertiary,0.2319,21.738608,106.2579479
Lạng Sơn,phường Kỳ Lừa,6187.0,phường,21.88,106.565,,0.0,trunk,0.5703,21.8827933,106.560688
Lạng Sơn,xã Lợi Bác,6601.0,xã,21.6727,107.032,7163.0,139.11,residential,1.1624,21.6798236,107.0243246
Lạng Sơn,xã Lộc Bình,6529.0,xã,21.7668,106.908,23316.0,79.15,residential,0.1584,21.766951,106.9094188
Lạng Sơn,xã Khánh Khê,6286.0,xã,21.85,106.667,13373.0,93.64,unclassified,0.3885,21.8526738,106.6647416
Lạng Sơn,phường Lương Văn Tri,5983.0,phường,21.8236,106.729,23136.0,31.76,residential,0.0544,21.8240818,106.7290905
Lạng Sơn,xã Quốc Khánh,6004.0,xã,22.3439,106.527,13962.0,168.15,unclassified,0.2455,22.3417171,106.5273543
Lạng Sơn,xã Quốc Việt,6058.0,xã,22.2101,106.629,5906.0,117.97,residential,0.4259,22.2104242,106.6251764
Lạng Sơn,xã Na Sầm,6124.0,xã,22.0766,106.607,14117.0,94.47,residential,0.6287,22.0714873,106.6045623
Lạng Sơn,xã Quan Sơn,6517.0,xã,21.6123,106.727,7511.0,98.2,residential,0.6219,21.6088571,106.7225804
Lạng Sơn,xã Nhân Lý,6496.0,xã,21.6949,106.661,11077.0,126.86,residential,0.1621,21.6962842,106.6605346
Lạng Sơn,xã Hữu Liên,6400.0,xã,21.6616,106.367,8754.0,122.56,secondary,0.0582,21.6617695,106.3665041
Lạng Sơn,xã Cai Kinh,6427.0,xã,21.5876,106.408,12027.0,105.56,residential,0.1048,21.5882022,106.4087275
Lạng Sơn,xã Hưng Vũ,6349.0,xã,21.805,106.366,12122.0,133.24,residential,0.0361,21.8047309,106.3658175
Lạng Sơn,xã Châu Sơn,6637.0,xã,21.4501,107.16,5948.0,301.31,residential,1.9774,21.4555943,107.1769463
Lạng Sơn,xã Hoàng Văn Thụ,6172.0,xã,21.8425,106.816,41624.0,61.7,residential,0.4769,21.8413518,106.8201401
Lạng Sơn,xã Đoàn Kết,6001.0,xã,22.3868,106.262,17938.0,240.66,unclassified,0.6586,22.3907362,106.2575599
Lạng Sơn,xã Điềm He,6280.0,xã,21.9462,106.565,1134.0,103.12,secondary,0.3607,21.9484811,106.5673144
Lạng Sơn,xã Na Dương,6526.0,xã,21.6992,106.909,24369.0,109.91,residential,1.0662,21.6896842,106.9103059
Lạng Sơn,xã Hồng Phong,6079.0,xã,22.0681,106.416,6885.0,132.98,residential,0.4056,22.0645477,106.4168554
Lạng Sơn,xã Thiện Hòa,6085.0,xã,22.0794,106.216,6771.0,160.31,tertiary,0.5144,22.0792119,106.2206302
Lạng Sơn,xã Tràng Định,6046.0,xã,22.2023,106.471,11529.0,118.41,secondary,3.645,22.2138918,106.4402765
Lạng Sơn,xã Thiện Tân,6436.0,xã,21.5592,106.211,14827.0,93.07,residential,0.5399,21.5559095,106.2145815
Lạng Sơn,xã Thiện Thuật,6091.0,xã,22.0306,106.3,7305.0,134.5,unclassified,0.219,22.0325518,106.3002911
Lạng Sơn,xã Tuấn Sơn,6457.0,xã,21.4533,106.35,20611.0,111.21,residential,0.2475,21.4511027,106.3503787
Lạng Sơn,phường Đông Kinh,5977.0,phường,21.8068,106.771,50436.0,54.71,residential,0.0554,21.8071266,106.7706228
Lạng Sơn,xã Tân Tri,6337.0,xã,21.886,106.183,11485.0,137.61,tertiary,0.3361,21.8864404,106.1800045
Lạng Sơn,xã Thiện Long,6103.0,xã,21.9783,106.174,5774.0,167.26,residential,0.409,21.9808614,106.1766488
Lạng Sơn,xã Tân Văn,6115.0,xã,21.9275,106.455,9497.0,112.06,tertiary,0.1682,21.9279793,106.4564373
Lạng Sơn,xã Xuân Dương,6607.0,xã,21.5822,106.895,6621.0,206.7,unclassified,0.2789,21.5810996,106.8927414
Lạng Sơn,xã Vũ Lễ,6364.0,xã,21.8158,106.182,12944.0,92.1,trunk,0.0614,21.8154289,106.1824107
Lạng Sơn,xã Vạn Linh,6505.0,xã,21.6405,106.485,14197.0,126.54,residential,0.0329,21.6407902,106.4850594
Lạng Sơn,xã Vân Nham,6415.0,xã,21.5342,106.281,19497.0,81.22,residential,0.5193,21.5320944,106.2851775
Lạng Sơn,xã Thái Bình,6616.0,xã,21.4796,106.943,8346.0,305.25,tertiary,2.141,21.4880949,106.960317
Lạng Sơn,xã Vũ Lăng,6367.0,xã,21.8336,106.283,13562.0,112.27,residential,0.8345,21.8284317,106.2884599
Lạng Sơn,xã Văn Quan,6253.0,xã,21.8669,106.505,9955.0,87.57,unclassified,0.2007,21.8679534,106.5064692
Lạng Sơn,xã Tri Lễ,6313.0,xã,21.7795,106.438,14432.0,243.95,residential,0.0265,21.7797347,106.4379542
Lạng Sơn,xã Thống Nhất,6577.0,xã,21.6804,106.824,71665.0,120.1,secondary,0.6821,21.6845893,106.8195042
Lạng Sơn,xã Văn Lãng,6154.0,xã,22.0881,106.541,7689.0,132.28,residential,0.1339,22.0873908,106.540024
Lạng Sơn,phường Tam Thanh,5986.0,phường,21.8837,106.743,30301.0,27.35,unclassified,0.0216,21.8835624,106.7428623
Lạng Sơn,xã Tân Thành,6445.0,xã,21.5013,106.459,30611.0,64.8,residential,0.2155,21.5032023,106.4586112
Lạng Sơn,xã Tân Tiến,6019.0,xã,22.287,106.325,33994.0,207.2,trunk,1.9702,22.3041497,106.3295763
Lạng Sơn,xã Tân Đoàn,6316.0,xã,21.7784,106.631,10589.0,100.41,residential,0.582,21.7748017,106.6348135
Lạng Sơn,xã Thụy Hùng,6148.0,xã,22.1161,106.66,689.0,108.76,residential,0.8499,22.1160181,106.6676559
Lạng Sơn,xã Thất Khê,6040.0,xã,22.3367,106.4,20153.0,100.52,tertiary,0.8499,22.3425829,106.4049005
Lạng Sơn,xã Quý Hòa,6076.0,xã,22.1664,106.27,3001.0,130.28,residential,2.0966,22.1506901,106.2804864
Lào Cai,xã Bản Xèo,2725.0,xã,22.5248,103.773,856.0,78.3,residential,0.8713,22.5301731,103.7672773
Lào Cai,xã Bản Hồ,3046.0,xã,22.24,103.954,9351.0,166.2,residential,0.3009,22.2378099,103.9555979
Lào Cai,xã Bản Liền,2869.0,xã,22.4986,104.384,4221.0,76.7,residential,0.2385,22.4984014,104.3861399
Lào Cai,xã Bát Xát,2683.0,xã,22.5196,103.851,27229.0,190.0,residential,1.4284,22.5324586,103.8515054
Lào Cai,xã Bảo Yên,2947.0,xã,22.2155,104.491,2156.0,119.1,tertiary,0.0447,22.2153596,104.4906225
Lào Cai,xã Chế Tạo,4489.0,xã,21.7104,104.037,265.0,234.44,tertiary,0.8254,21.7144942,104.0307922
Lào Cai,xã Châu Quế,4387.0,xã,22.0246,104.458,13457.0,162.25,unclassified,1.3463,22.0219957,104.4698458
Lào Cai,xã Cảm Nhân,4726.0,xã,22.0006,104.928,1734.0,151.77,unclassified,3.1383,21.9838711,104.9052072
Lào Cai,phường Cam Đường,2671.0,phường,22.4316,104.006,67877.0,59.9,residential,0.0675,22.4312474,104.0064955
Lào Cai,xã A Mú Sung,2686.0,xã,22.7296,103.659,5955.0,104.4,residential,0.7956,22.7324087,103.6655948
Lào Cai,phường Âu Lâu,4543.0,phường,21.6592,104.909,23245.0,66.17,primary,0.4294,21.661844,104.9118237
Lào Cai,xã Bắc Hà,2839.0,xã,22.5246,104.307,30521.0,179.7,residential,0.3288,22.5256392,104.304226
Lạng Sơn,xã Yên Phúc,6298.0,xã,21.8164,106.552,16585.0,117.93,residential,0.054,21.8159194,106.5520781
Lạng Sơn,xã Yên Bình,6391.0,xã,21.6423,106.269,14813.0,119.22,residential,0.8503,21.6423605,106.2613401
Lào Cai,xã Bảo Thắng,2905.0,xã,22.3729,104.14,328.0,160.4,residential,0.2839,22.3707734,104.1414213
Lào Cai,xã Cao Sơn,2782.0,xã,22.6154,104.156,8872.0,124.93,residential,0.6914,22.619877,104.1516694
Lào Cai,xã Bảo Ái,4750.0,xã,21.8976,104.846,24303.0,163.41,residential,1.5058,21.8863388,104.8384362
Lào Cai,xã Chấn Thịnh,4699.0,xã,21.5087,104.814,1879.0,120.54,unclassified,0.1217,21.5093012,104.8130827
Lào Cai,xã Cát Thịnh,4693.0,xã,21.4558,104.682,11369.0,169.11,unclassified,2.0654,21.4428443,104.6953564
Lào Cai,phường Cầu Thia,4681.0,phường,21.5515,104.502,25234.0,31.84,residential,0.0729,21.5518312,104.5014328
Lào Cai,xã Cốc Lầu,2896.0,xã,22.3864,104.362,88.0,135.8,unclassified,0.2639,22.3873052,104.3641983
Lào Cai,xã Hạnh Phúc,4585.0,xã,21.4875,104.347,13763.0,193.85,unclassified,0.1035,21.4882284,104.3475826
Lào Cai,xã Hợp Thành,2680.0,xã,22.3678,103.966,10828.0,41.2,residential,0.4979,22.3642729,103.9632287
Lào Cai,xã Đông Cuông,4399.0,xã,21.9769,104.597,21938.0,146.3,residential,0.3973,21.9733238,104.5971581
Lào Cai,xã Hưng Khánh,4576.0,xã,21.592,104.716,14054.0,122.18,residential,0.055,21.5919843,104.7155052
Lào Cai,xã Gia Hội,4636.0,xã,21.7075,104.39,14908.0,213.25,residential,1.5603,21.7195494,104.3827611
Lào Cai,xã Khao Mang,4465.0,xã,21.8999,103.974,9343.0,120.06,residential,0.2197,21.8996052,103.9720425
Lào Cai,xã Cốc San,2746.0,xã,22.4531,103.926,11085.0,57.2,residential,0.4602,22.4572324,103.925663
Lào Cai,xã Bảo Nhai,2890.0,xã,22.4185,104.258,17349.0,156.0,residential,0.3116,22.4188937,104.2607796
Lào Cai,xã Bản Lầu,2788.0,xã,22.5943,104.07,18559.0,125.3,residential,0.0202,22.5941396,104.0699136
Lào Cai,xã Bảo Hà,2989.0,xã,22.205,104.326,34115.0,243.0,primary,0.0564,22.2050468,104.3265058
Lào Cai,xã Dương Quỳ,3106.0,xã,22.0253,104.152,8925.0,157.1,residential,1.0786,22.0349063,104.1505355
Lào Cai,xã Dền Sáng,2707.0,xã,22.5683,103.656,1216.0,148.2,residential,0.143,22.5674742,103.6569889
Lào Cai,xã Chiềng Ken,3091.0,xã,21.9828,104.395,9306.0,191.3,secondary,0.2567,21.9823678,104.3927284
Lào Cai,xã Gia Phú,2923.0,xã,22.3442,104.077,28458.0,102.4,residential,0.1373,22.3432745,104.0761798
Lào Cai,xã Lâm Giang,4381.0,xã,22.1039,104.484,16452.0,179.48,unclassified,0.4769,22.1019465,104.4878269
Lào Cai,xã Mường Bo,3043.0,xã,22.221,104.026,7225.0,148.3,tertiary,0.1612,22.2224019,104.0263779
Lào Cai,phường Lào Cai,2647.0,phường,22.4979,104.015,76981.0,72.32,residential,1.5825,22.5117579,104.0183481
Lào Cai,xã Mù Cang Chải,4456.0,xã,21.8563,104.119,14773.0,146.95,residential,0.2028,21.8545558,104.1184562
Lào Cai,xã Lâm Thượng,4309.0,xã,22.2287,104.669,19576.0,128.0,residential,0.9453,22.231932,104.6768787
Lào Cai,xã Mường Khương,2761.0,xã,22.7302,104.104,24433.0,169.2,trunk,0.1295,22.7310803,104.1047662
Lào Cai,xã Khánh Yên,3103.0,xã,21.9971,104.29,14272.0,173.6,unclassified,0.072,21.9965502,104.2903436
Lào Cai,xã Khánh Hòa,4342.0,xã,22.1125,104.649,17589.0,149.77,residential,0.1468,22.1137941,104.6487263
Lào Cai,xã Nậm Chày,3076.0,xã,22.1185,104.089,5605.0,142.1,unclassified,0.9035,22.1114462,104.0930614
Lào Cai,xã Lao Chải,4474.0,xã,21.818,104.0,10135.0,157.99,residential,0.369,21.8210617,104.0012955
Lào Cai,xã Nậm Xé,3085.0,xã,22.0459,103.995,1478.0,170.96,trunk,0.6722,22.0398552,103.9953643
Lào Cai,xã Minh Lương,3121.0,xã,21.9531,104.112,9155.0,206.6,unclassified,1.0764,21.9602197,104.1185836
Lào Cai,xã Mường Hum,2728.0,xã,22.4668,103.658,6814.0,212.8,residential,0.0939,22.4665524,103.6588088
Lào Cai,xã Lương Thịnh,4537.0,xã,21.6416,104.787,12692.0,94.21,unclassified,0.0041,21.6415967,104.786963
Lào Cai,xã Ngũ Chỉ Sơn,3004.0,xã,22.4296,103.782,7503.0,82.47,residential,0.1703,22.4310761,103.7815808
Lào Cai,xã Pha Long,2752.0,xã,22.7818,104.223,14449.0,105.6,unclassified,0.9498,22.7881166,104.2172279
Lào Cai,xã Nậm Có,4462.0,xã,21.8586,104.294,10019.0,201.6,unclassified,2.9384,21.8383113,104.2769963
Lào Cai,phường Nam Cường,4273.0,phường,21.748,104.879,17754.0,46.09,residential,0.0162,21.7480278,104.8788564
Lào Cai,xã Nghĩa Tâm,4711.0,xã,21.4129,104.854,18979.0,133.1,residential,0.2962,21.4154546,104.8547722
Lào Cai,xã Phình Hồ,4609.0,xã,21.4412,104.499,10957.0,226.02,tertiary,0.8824,21.4460886,104.4927317
Lào Cai,xã Lùng Phình,2848.0,xã,22.6105,104.322,12131.0,101.0,unclassified,0.2732,22.6129274,104.3224049
Lào Cai,xã Mậu A,4375.0,xã,21.8958,104.701,40652.0,144.52,primary,0.3115,21.8976325,104.7031254
Lào Cai,xã Liên Sơn,4660.0,xã,21.642,104.494,31834.0,120.21,residential,0.4636,21.6379115,104.494852
Lào Cai,xã Phong Dụ Hạ,4402.0,xã,21.9059,104.489,8025.0,138.39,unclassified,0.9025,21.9093181,104.4963768
Lào Cai,xã Mường Lai,4345.0,xã,22.0682,104.838,25574.0,143.84,unclassified,0.1889,22.0666385,104.8386776
Lào Cai,xã Si Ma Cai,2809.0,xã,22.6801,104.285,22871.0,109.0,residential,0.1845,22.6812275,104.2862217
Lào Cai,xã Tả Phìn,3013.0,xã,22.3955,103.874,9928.0,74.68,unclassified,0.5146,22.3993495,103.8714161
Lào Cai,phường Nghĩa Lộ,4288.0,phường,21.5935,104.481,73556.0,17.07,residential,0.6866,21.5961173,104.4866046
Lào Cai,xã Mỏ Vàng,4450.0,xã,21.7126,104.634,,167.62,unclassified,0.0543,21.7121181,104.6339171
Lào Cai,xã Nghĩa Đô,2953.0,xã,22.3822,104.485,13906.0,159.4,unclassified,0.0539,22.3821329,104.4854812
Lào Cai,xã Lục Yên,4303.0,xã,22.1181,104.779,30159.0,79.94,residential,0.0762,22.118708,104.7793183
Lào Cai,xã Sín Chéng,2824.0,xã,22.6641,104.213,5703.0,88.0,residential,0.0114,22.6642024,104.2130095
Lào Cai,xã Tân Hợp,4429.0,xã,21.8273,104.577,11506.0,200.45,residential,1.1764,21.8371835,104.573174
Lào Cai,xã Tà Xi Láng,4603.0,xã,21.4804,104.6,,885.02,residential,0.8968,21.4883189,104.5984
Lào Cai,xã Púng Luông,4492.0,xã,21.7264,104.196,19516.0,253.24,residential,0.6383,21.7320497,104.1970695
Lào Cai,xã Phong Dụ Thượng,4423.0,xã,21.8311,104.431,6691.0,195.21,residential,0.7362,21.8365884,104.4347236
Lào Cai,xã Phúc Lợi,4363.0,xã,22.0076,104.704,15369.0,160.71,residential,0.9091,22.0155828,104.7058292
Lào Cai,xã Phúc Khánh,2998.0,xã,22.1694,104.559,8534.0,114.0,residential,0.7996,22.1651887,104.5648442
Lào Cai,xã Phong Hải,2902.0,xã,22.4832,104.121,16942.0,120.9,residential,0.0578,22.4834594,104.1205484
Lào Cai,xã Quy Mông,4531.0,xã,21.722,104.757,16169.0,149.17,unclassified,0.4784,21.7207715,104.752869
Lào Cai,xã Tân Lĩnh,4336.0,xã,22.0941,104.729,20155.0,147.75,residential,0.1831,22.0929865,104.7302172
Lào Cai,xã Thượng Hà,2968.0,xã,22.292,104.382,1416.0,143.8,unclassified,0.0739,22.2914467,104.3823695
Lào Cai,xã Tả Van,3037.0,xã,22.2772,103.862,18636.0,158.5,residential,0.9918,22.2846328,103.8669589
Lào Cai,phường Trung Tâm,4663.0,phường,21.5919,104.539,26888.0,43.15,residential,0.0131,21.5919338,104.5391132
Lào Cai,xã Văn Chấn,4672.0,xã,21.5809,104.617,23772.0,140.24,unclassified,1.0298,21.5896413,104.6201085
Lào Cai,xã Tú Lệ,4630.0,xã,21.7832,104.26,13301.0,115.35,residential,0.0756,21.7829017,104.2593876
Lào Cai,xã Thác Bà,4717.0,xã,21.7704,105.039,35122.0,142.54,residential,0.0244,21.7705984,105.0389047
Lào Cai,xã Tằng Loỏng,2908.0,xã,22.2577,104.132,,125.72,residential,0.9559,22.2593712,104.1404477
Lào Cai,xã Thượng Bằng La,4705.0,xã,21.4057,104.771,14697.0,111.61,trunk,0.0347,21.4059743,104.7708499
Lào Cai,xã Trạm Tấu,4606.0,xã,21.568,104.404,11493.0,238.29,unclassified,1.3263,21.5785984,104.4095176
Lào Cai,xã Võ Lao,3061.0,xã,22.1826,104.176,17912.0,152.8,residential,1.0933,22.1924185,104.1767761
Lào Cai,xã Xuân Hòa,2962.0,xã,22.308,104.505,78491.0,306.0,residential,0.7864,22.3107361,104.511535
Lào Cai,xã Sơn Lương,4651.0,xã,21.7017,104.52,23365.0,96.92,unclassified,0.0386,21.7017171,104.519653
Lào Cai,phường Sa Pa,3006.0,phường,22.3497,103.837,22882.0,54.63,residential,0.3437,22.3488069,103.8399652
Lào Cai,phường Yên Bái,4252.0,phường,21.719,104.896,70391.0,16.92,residential,0.0631,21.7186362,104.8964363
Lào Cai,xã Tả Củ Tỷ,2842.0,xã,22.6033,104.411,,671.45,unclassified,0.3393,22.6011005,104.4131224
Lào Cai,xã Trấn Yên,4498.0,xã,21.8103,104.816,29258.0,110.72,residential,0.5316,21.8138165,104.8127487
Lào Cai,xã Văn Bàn,3082.0,xã,22.1117,104.241,23943.0,156.7,residential,1.4929,22.1199398,104.2516299
Lào Cai,xã Xuân Quang,2926.0,xã,22.3595,104.237,27218.0,137.7,residential,0.4161,22.3565813,104.2346482
Lào Cai,phường Văn Phú,4279.0,phường,21.6944,104.948,26573.0,51.46,unclassified,0.1025,21.6937672,104.947328
Lào Cai,xã Xuân Ái,4441.0,xã,21.8067,104.697,24747.0,123.93,residential,0.0476,21.8070793,104.6968009
Lào Cai,xã Trịnh Tường,2695.0,xã,22.6417,103.738,12376.0,146.6,residential,1.7796,22.64795,103.7527639
Phú Thọ,xã Thịnh Minh,4897.0,xã,20.9701,105.379,19198.0,89.21,tertiary,0.0845,20.9698953,105.3782672
Lào Cai,xã Yên Thành,4744.0,xã,21.9051,104.963,4778.0,38.13,tertiary,0.6942,21.9113238,104.9636163
Lào Cai,xã Việt Hồng,4564.0,xã,21.5998,104.851,10802.0,101.37,residential,0.4021,21.6011945,104.8543438
Lào Cai,xã Yên Bình,4714.0,xã,22.036,104.393,653.0,9.0,unclassified,0.0607,22.0363714,104.3925981
Phú Thọ,phường Kỳ Sơn,4894.0,phường,20.8817,105.404,20319.0,115.7,tertiary,0.0441,20.8818806,105.4043536
Phú Thọ,xã Cao Sơn,4876.0,xã,20.8928,105.152,8872.0,124.93,secondary,0.2633,20.8923136,105.1543221
Phú Thọ,phường Hòa Bình,4795.0,phường,20.837,105.352,69318.0,0.98,residential,0.0932,20.8361648,105.3519182
Phú Thọ,xã Tân Pheo,4849.0,xã,20.9798,105.048,10528.0,139.38,tertiary,0.6154,20.9814061,105.0426933
Phú Thọ,xã Cao Phong,5089.0,xã,20.7017,105.362,20372.0,77.76,tertiary,0.0573,20.7011838,105.3619819
Phú Thọ,xã Thung Nai,5092.0,xã,20.7472,105.262,106.0,86.34,unclassified,0.7211,20.7432754,105.2671772
Phú Thọ,phường Tân Hòa,4792.0,phường,20.8729,105.319,93437.0,1.47,unclassified,0.3083,20.8736725,105.3163324
Phú Thọ,xã Đà Bắc,4831.0,xã,20.8729,105.251,19834.0,136.8,residential,0.2657,20.8752931,105.2510672
Phú Thọ,phường Thống Nhất,4828.0,phường,20.7815,105.334,48721.0,22.92,tertiary,0.0166,20.7813563,105.3340416
Phú Thọ,xã Mường Thàng,5116.0,xã,20.6417,105.337,19883.0,91.58,tertiary,0.8049,20.6445411,105.3303285
Phú Thọ,xã Kim Bôi,4978.0,xã,20.6573,105.523,35915.0,64.57,residential,0.0142,20.6572056,105.5229133
Phú Thọ,xã Hợp Kim,5068.0,xã,20.6523,105.589,21033.0,86.29,unclassified,0.4353,20.6532713,105.5927995
Phú Thọ,xã Nhân Nghĩa,5290.0,xã,20.5403,105.494,19456.0,81.37,residential,0.0387,20.5399541,105.4940456
Phú Thọ,xã Mường Động,5014.0,xã,20.6924,105.436,26092.0,144.69,unclassified,1.7544,20.7062785,105.4435622
Phú Thọ,xã Quy Đức,4873.0,xã,20.8893,105.056,9462.0,146.97,residential,0.0064,20.8893519,105.0560251
Phú Thọ,xã Dũng Tiến,5086.0,xã,20.5615,105.641,20.0,101.1,residential,0.3243,20.558746,105.6400239
Lào Cai,xã Y Tý,2701.0,xã,22.6516,103.601,10304.0,127.6,tertiary,0.1649,22.6502905,103.6002977
Phú Thọ,xã Đức Nhàn,4846.0,xã,21.035,104.914,7389.0,107.6,secondary,0.0166,21.0348532,104.9139718
Phú Thọ,xã Nật Sơn,4990.0,xã,20.7602,105.494,2894.0,154.65,residential,0.2193,20.7607639,105.4921069
Phú Thọ,xã Lạc Sơn,5266.0,xã,20.455,105.483,275.0,58.1,residential,0.2115,20.4544922,105.4811632
Phú Thọ,xã Quyết Thắng,5323.0,xã,20.4744,105.363,22746.0,59.66,residential,0.1106,20.4753025,105.3625786
Phú Thọ,xã Mai Châu,5200.0,xã,20.693,105.054,19143.0,147.74,unclassified,1.1765,20.6828381,105.0509887
Phú Thọ,xã Cao Dương,5047.0,xã,20.6962,105.634,36783.0,113.38,unclassified,0.2695,20.6952043,105.6317857
