province,ward,code,type,lat,lon,population,area_km2
Lào Cai,xã Nghĩa Tâm,04711,xã,21.4129,104.854,18979,133.10
Lào Cai,xã Phình Hồ,04609,xã,21.4412,104.499,10957,226.02
Lào Cai,xã Lùng Phình,02848,xã,22.6105,104.322,12131,101.00
Lào Cai,xã Mậu A,04375,xã,21.8958,104.701,40652,144.52
Lào Cai,xã Liên Sơn,04660,xã,21.6420,104.494,31834,120.21
Lào Cai,xã Phong Dụ Hạ,04402,xã,21.9059,104.489,8025,138.39
Lào Cai,xã Mường Lai,04345,xã,22.0682,104.838,25574,143.84
Lào Cai,xã Si Ma Cai,02809,xã,22.6801,104.285,22871,109.00
Lào Cai,xã Tả Phìn,03013,xã,22.3955,103.874,9928,74.68
Lào Cai,phường Nghĩa Lộ,04288,phường,21.5935,104.481,73556,17.07
Lào Cai,xã Mỏ Vàng,04450,xã,21.7126,104.634,,167.62
Lào Cai,xã Nghĩa Đô,02953,xã,22.3822,104.485,13906,159.40
Lào Cai,xã Lục Yên,04303,xã,22.1181,104.779,30159,79.94
Lào Cai,xã Sín Chéng,02824,xã,22.6641,104.213,5703,88.00
Lào Cai,xã Tân Hợp,04429,xã,21.8273,104.577,11506,200.45
Lào Cai,xã Tà Xi Láng,04603,xã,21.4804,104.6,,885.02
Lào Cai,xã Púng Luông,04492,xã,21.7264,104.196,19516,253.24
Lào Cai,xã Phong Dụ Thượng,04423,xã,21.8311,104.431,6691,195.21
Lào Cai,xã Phúc Lợi,04363,xã,22.0076,104.704,15369,160.71
Lào Cai,xã Phúc Khánh,02998,xã,22.1694,104.559,8534,114.00
Lào Cai,xã Phong Hải,02902,xã,22.4832,104.121,16942,120.90
Lào Cai,xã Quy Mông,04531,xã,21.7220,104.757,16169,149.17
Lào Cai,xã Tân Lĩnh,04336,xã,22.0941,104.729,20155,147.75
Lào Cai,xã Thượng Hà,02968,xã,22.2920,104.382,1416,143.80
Lào Cai,xã Tả Van,03037,xã,22.2772,103.862,18636,158.50
Lào Cai,phường Trung Tâm,04663,phường,21.5919,104.539,26888,43.15
Lào Cai,xã Văn Chấn,04672,xã,21.5809,104.617,23772,140.24
Lào Cai,xã Tú Lệ,04630,xã,21.7832,104.26,13301,115.35
Lào Cai,xã Thác Bà,04717,xã,21.7704,105.039,35122,142.54
Lào Cai,xã Tằng Loỏng,02908,xã,22.2577,104.132,,125.72
Lào Cai,xã Thượng Bằng La,04705,xã,21.4057,104.771,14697,111.61
Lào Cai,xã Trạm Tấu,04606,xã,21.5680,104.404,11493,238.29
Lào Cai,xã Võ Lao,03061,xã,22.1826,104.176,17912,152.80
Lào Cai,xã Xuân Hòa,02962,xã,22.3080,104.505,78491,306.00
Lào Cai,xã Sơn Lương,04651,xã,21.7017,104.52,23365,96.92
Lào Cai,phường Sa Pa,03006,phường,22.3497,103.837,22882,54.63
Lào Cai,phường Yên Bái,04252,phường,21.7190,104.896,70391,16.92
Lào Cai,xã Tả Củ Tỷ,02842,xã,22.6033,104.411,,671.45
Lào Cai,xã Trấn Yên,04498,xã,21.8103,104.816,29258,110.72
Lào Cai,xã Văn Bàn,03082,xã,22.1117,104.241,23943,156.70
Lào Cai,xã Xuân Quang,02926,xã,22.3595,104.237,27218,137.70
Lào Cai,phường Văn Phú,04279,phường,21.6944,104.948,26573,51.46
Lào Cai,xã Xuân Ái,04441,xã,21.8067,104.697,24747,123.93
Lào Cai,xã Trịnh Tường,02695,xã,22.6417,103.738,12376,146.60
Phú Thọ,xã Thịnh Minh,04897,xã,20.9701,105.379,19198,89.21
Lào Cai,xã Yên Thành,04744,xã,21.9051,104.963,4778,38.13
Lào Cai,xã Việt Hồng,04564,xã,21.5998,104.851,10802,101.37
Lào Cai,xã Yên Bình,04714,xã,22.0360,104.393,653,9.00
Phú Thọ,phường Kỳ Sơn,04894,phường,20.8817,105.404,20319,115.70
Phú Thọ,xã Cao Sơn,04876,xã,20.8928,105.152,8872,124.93
Phú Thọ,phường Hòa Bình,04795,phường,20.8370,105.352,69318,0.98
Phú Thọ,xã Tân Pheo,04849,xã,20.9798,105.048,10528,139.38
Phú Thọ,xã Cao Phong,05089,xã,20.7017,105.362,20372,77.76
Phú Thọ,xã Thung Nai,05092,xã,20.7472,105.262,106,86.34
Phú Thọ,phường Tân Hòa,04792,phường,20.8729,105.319,93437,1.47
Phú Thọ,xã Đà Bắc,04831,xã,20.8729,105.251,19834,136.80
Phú Thọ,phường Thống Nhất,04828,phường,20.7815,105.334,48721,22.92
Phú Thọ,xã Mường Thàng,05116,xã,20.6417,105.337,19883,91.58
Phú Thọ,xã Kim Bôi,04978,xã,20.6573,105.523,35915,64.57
Phú Thọ,xã Hợp Kim,05068,xã,20.6523,105.589,21033,86.29
Phú Thọ,xã Nhân Nghĩa,05290,xã,20.5403,105.494,19456,81.37
Phú Thọ,xã Mường Động,05014,xã,20.6924,105.436,26092,144.69
Phú Thọ,xã Quy Đức,04873,xã,20.8893,105.056,9462,146.97
Phú Thọ,xã Dũng Tiến,05086,xã,20.5615,105.641,20,101.10
Lào Cai,xã Y Tý,02701,xã,22.6516,103.601,10304,127.60
Phú Thọ,xã Đức Nhàn,04846,xã,21.0350,104.914,7389,107.60
Phú Thọ,xã Nật Sơn,04990,xã,20.7602,105.494,2894,154.65
Phú Thọ,xã Lạc Sơn,05266,xã,20.4550,105.483,275,58.10
Phú Thọ,xã Quyết Thắng,05323,xã,20.4744,105.363,22746,59.66
Phú Thọ,xã Mai Châu,05200,xã,20.6930,105.054,19143,147.74
Phú Thọ,xã Cao Dương,05047,xã,20.6962,105.634,36783,113.38
Phú Thọ,xã Bao La,05245,xã,20.6463,104.977,12409,104.27
Phú Thọ,xã Tiền Phong,04891,xã,20.7831,105.128,14494,319.02
Phú Thọ,xã Tân Lạc,05128,xã,20.5633,105.318,42031,139.90
Phú Thọ,xã Yên Phú,05305,xã,20.4929,105.487,14964,42.61
Phú Thọ,xã Mường Hoa,05134,xã,20.7100,105.19,8563,104.54
Phú Thọ,xã Mai Hạ,05251,xã,20.6088,105.051,10317,71.86
Phú Thọ,xã An Bình,05425,xã,20.4758,105.704,51382,61.84
Phú Thọ,xã Mường Vang,05287,xã,20.5841,105.461,20853,69.79
Phú Thọ,xã Lạc Lương,05362,xã,20.4742,105.609,25289,130.41
Phú Thọ,phường Thanh Miếu,07909,phường,21.3030,105.431,58548,19.57
Phú Thọ,xã Yên Trị,05386,xã,20.3708,105.678,27005,81.97
Phú Thọ,xã Toàn Thắng,05191,xã,20.5475,105.259,15427,71.11
Phú Thọ,xã Vân Sơn,05152,xã,20.5441,105.198,9197,120.53
Phú Thọ,xã Mường Bi,05158,xã,20.6312,105.192,20931,94.79
Phú Thọ,xã Yên Thủy,05353,xã,20.3865,105.602,24012,76.19
Phú Thọ,phường Vân Phú,07918,phường,21.3636,105.366,3745,26.26
Phú Thọ,xã Liên Sơn,04960,xã,20.8254,105.537,31834,120.21
Phú Thọ,xã Lương Sơn,04924,xã,21.4722,104.934,23912,159.21
Phú Thọ,xã Tân Mai,05206,xã,20.7768,105.057,7924,130.71
Phú Thọ,phường Nông Trang,07894,phường,21.3283,105.357,5777,15.89
Phú Thọ,phường Phú Thọ,07942,phường,21.4263,105.225,,231.41
Phú Thọ,phường Âu Cơ,07948,phường,21.3940,105.201,18951,12.51
Phú Thọ,phường Phong Châu,07954,phường,21.4208,105.257,32519,29.61
Phú Thọ,xã An Nghĩa,05395,xã,20.5722,105.712,27556,95.73
Phú Thọ,xã Ngọc Sơn,05329,xã,20.4214,105.362,8981,114.63
Phú Thọ,xã Lạc Thủy,05392,xã,20.4760,105.799,24529,90.69
Phú Thọ,xã Thượng Cốc,05293,xã,20.5256,105.391,1843,58.38
Phú Thọ,phường Việt Trì,07900,phường,21.3326,105.399,73006,25.83
Phú Thọ,xã Đại Đồng,05347,xã,20.4045,105.504,63131,77.87
Phú Thọ,xã Tiên Lương,08344,xã,21.4665,105.025,38028,54.55
Phú Thọ,xã Pà Cò,05212,xã,20.7119,104.887,11334,115.76
Phú Thọ,xã Hy Cương,08515,xã,21.3471,105.32,22693,23.95
Phú Thọ,xã Hạ Hòa,08053,xã,21.5850,105.032,21779,41.23
Phú Thọ,xã Hùng Việt,08416,xã,21.3584,105.146,22935,32.77
Phú Thọ,xã Đoan Hùng,07969,xã,21.6163,105.188,30509,44.80
Phú Thọ,xã Bằng Luân,07996,xã,21.6467,105.063,16932,59.77
Phú Thọ,xã Hiền Lương,08110,xã,21.5705,104.934,22337,81.39
Phú Thọ,xã Phú Khê,08398,xã,21.3779,105.102,2563,37.11
Phú Thọ,xã Tam Nông,08434,xã,21.2501,105.3,21031,102.70
Phú Thọ,xã Lâm Thao,08494,xã,21.3425,105.289,31321,15.45
Phú Thọ,xã Đồng Lương,08431,xã,21.3135,105.162,11875,76.10
Phú Thọ,xã Chí Đám,07999,xã,21.6724,105.161,28005,49.36
Phú Thọ,xã Cẩm Khê,08341,xã,21.4291,105.096,47059,50.44
Phú Thọ,xã Vân Bán,08377,xã,21.4227,105.049,,226.65
Phú Thọ,xã Tây Cốc,08023,xã,21.6342,105.124,21227,59.07
Phú Thọ,xã Chân Mộng,08038,xã,21.5603,105.211,38565,89.85
Phú Thọ,xã Đan Thượng,08071,xã,21.6314,104.981,28838,84.15
Phú Thọ,xã Bản Nguyên,08527,xã,21.2810,105.34,38963,26.15
Phú Thọ,xã Bình Phú,08275,xã,21.4133,105.367,51081,47.30
Phú Thọ,xã Tân Sơn,08566,xã,21.2493,105.006,18246,118.21
Phú Thọ,xã Thọ Văn,08479,xã,21.2428,105.249,15281,43.54
Phú Thọ,xã Yên Kỳ,08113,xã,21.5613,105.087,20973,53.58
Phú Thọ,xã Vĩnh Chân,08143,xã,21.5220,105.052,17173,27.12
Phú Thọ,xã Phù Ninh,08230,xã,21.4134,105.314,45037,39.28
Phú Thọ,xã Trạm Thản,08245,xã,21.4731,105.255,16138,32.60
Phú Thọ,xã Đông Thành,08209,xã,21.4561,105.197,27169,130.94
Phú Thọ,xã Vạn Xuân,08467,xã,21.3017,105.227,6125,139.49
Phú Thọ,xã Dân Chủ,08254,xã,21.4714,105.311,18568,29.85
Phú Thọ,xã Văn Lang,08134,xã,21.5244,104.99,17949,54.06
Phú Thọ,xã Xuân Lũng,08500,xã,21.3790,105.282,20604,24.03
Phú Thọ,xã Minh Đài,08593,xã,21.1796,105.066,24209,84.74
Phú Thọ,xã Phùng Nguyên,08521,xã,21.2936,105.295,41046,30.57
Phú Thọ,xã Lai Đồng,08560,xã,21.2118,104.909,16321,108.45
Phú Thọ,xã Xuân Đài,08590,xã,21.1149,104.97,15073,209.60
Phú Thọ,xã Hiền Quan,08443,xã,21.3576,105.237,27476,31.38
Phú Thọ,xã Thu Cúc,08545,xã,21.3008,104.883,11313,100.51
Phú Thọ,xã Phú Mỹ,08236,xã,21.5134,105.274,26205,87.81
Phú Thọ,xã Long Cốc,08620,xã,21.0918,105.071,8708,67.09
Phú Thọ,xã Thượng Long,08323,xã,21.3287,105.01,16108,60.36
Phú Thọ,xã Thanh Ba,08152,xã,21.5195,105.118,30014,38.60
Phú Thọ,xã Hoàng Cương,08203,xã,21.4721,105.133,2789,39.51
Phú Thọ,xã Quảng Yên,08173,xã,21.5152,105.175,27768,24.92
Phú Thọ,xã Chí Tiên,08218,xã,21.4234,105.164,1755,23.75
Phú Thọ,xã Võ Miếu,08584,xã,21.1341,105.159,28853,96.36
Phú Thọ,xã Thanh Sơn,08542,xã,21.1988,105.204,33342,315.40
Phú Thọ,xã Thanh Thủy,08674,xã,21.1475,105.271,,308.75
Phú Thọ,xã Văn Miếu,08611,xã,21.0623,105.167,18752,89.11
Phú Thọ,xã Tu Vũ,08686,xã,21.0736,105.289,41564,49.07
Phú Thọ,phường Phúc Yên,08740,phường,21.2457,105.707,63954,23.40
Phú Thọ,xã Liên Minh,08227,xã,21.3464,105.203,23443,20.98
Phú Thọ,xã Trung Sơn,08311,xã,21.3566,104.944,3254,76.81
Phú Thọ,xã Đào Xá,08662,xã,21.2116,105.288,32156,45.53
Phú Thọ,xã Hợp Lý,08770,xã,21.4873,105.444,19611,34.10
Phú Thọ,xã Cự Đồng,08614,xã,21.1086,105.238,14988,45.77
Phú Thọ,xã Liên Hòa,08812,xã,21.4115,105.509,19257,18.80
Phú Thọ,xã Thái Hòa,08788,xã,21.4589,105.501,23943,29.00
Phú Thọ,phường Xuân Hòa,08746,phường,21.3408,105.735,48464,2.22
Phú Thọ,xã Khả Cửu,08635,xã,21.0029,105.125,13149,148.48
Phú Thọ,xã Hương Cần,08632,xã,21.0104,105.266,179,81.30
Phú Thọ,xã Sơn Lương,08296,xã,20.8924,105.512,23912,159.21
Phú Thọ,xã Minh Hòa,08338,xã,21.2537,105.125,16425,68.44
Phú Thọ,xã Xuân Viên,08305,xã,21.4047,104.993,14428,46.19
Phú Thọ,xã Yên Sơn,08656,xã,20.9602,105.285,12614,116.62
Phú Thọ,xã Yên Lãng,08773,xã,21.4950,105.384,18459,38.20
Phú Thọ,xã Hải Lựu,08782,xã,21.4591,105.36,30098,38.80
Phú Thọ,xã Yên Lập,08290,xã,21.3378,105.072,29678,69.05
Phú Thọ,xã Lập Thạch,08761,xã,21.4301,105.464,34604,39.10
Phú Thọ,xã Hoàng An,08896,xã,21.3521,105.523,26,20.80
Phú Thọ,xã Đạo Trù,08914,xã,21.5163,105.553,24759,83.80
Phú Thọ,xã Tam Dương,08869,xã,21.3729,105.572,47936,44.30
Phú Thọ,xã Tam Đảo,08911,xã,21.4090,105.643,34772,79.20
Phú Thọ,xã Tam Sơn,08824,xã,21.4358,105.418,25523,33.10
Phú Thọ,xã Sơn Đông,08866,xã,21.3320,105.461,36076,26.70
Phú Thọ,xã Tiên Lữ,08842,xã,21.3731,105.462,3271,31.80
Phú Thọ,xã Đại Đình,08923,xã,21.4615,105.577,20551,44.00
Phú Thọ,xã Bình Nguyên,08935,xã,21.2780,105.66,46425,30.60
Phú Thọ,phường Vĩnh Yên,08707,phường,21.2937,105.584,56428,25.00
Phú Thọ,phường Vĩnh Phúc,08716,phường,21.3178,105.608,78371,25.30
Phú Thọ,xã Hội Thịnh,08905,xã,21.3150,105.548,37115,25.10
Phú Thọ,xã Xuân Lãng,08971,xã,21.2540,105.624,48186,29.90
Phú Thọ,xã Bình Tuyền,08944,xã,21.3725,105.692,29926,58.50
Phú Thọ,xã Bình Xuyên,08950,xã,21.3224,105.648,32534,29.50
Phú Thọ,xã Sông Lô,08848,xã,21.3776,105.421,34291,33.40
Phú Thọ,xã Tam Dương Bắc,08872,xã,21.4299,105.578,37284,45.80
Phú Thọ,xã Yên Lạc,09025,xã,21.2559,105.588,3973,21.70
Phú Thọ,xã Thổ Tang,09112,xã,21.2333,105.489,43208,21.30
Phú Thọ,xã Vĩnh Thành,09106,xã,21.2634,105.463,42885,52.01
Phú Thọ,xã Vĩnh Phú,09154,xã,21.1776,105.502,49755,34.60
Phú Thọ,xã Vĩnh An,09079,xã,21.3073,105.511,33036,93.41
Phú Thọ,xã Vĩnh Tường,09076,xã,21.2269,105.52,31676,67.01
Phú Thọ,xã Vĩnh Hưng,09100,xã,21.2828,105.495,21204,95.26
Sơn La,xã Chiềng Khương,04222,xã,20.9519,103.987,18712,149.82
Sơn La,xã Chiềng Lao,03814,xã,21.6360,103.904,2101,358.55
Phú Thọ,xã Tam Hồng,09043,xã,21.2144,105.568,40224,22.60
Phú Thọ,xã Nguyệt Đức,09052,xã,21.1982,105.612,34166,19.00
Sơn La,xã Chiềng Mai,04132,xã,21.1813,103.977,23786,151.85
Sơn La,xã Chiềng Sại,03892,xã,21.0745,104.474,672,124.55
Sơn La,xã Chiềng La,03754,xã,21.4872,103.754,20373,126.13
Phú Thọ,xã Tề Lỗ,09040,xã,21.2592,105.55,37232,18.30
Sơn La,xã Chiềng Mung,04123,xã,21.2550,104.07,27797,142.14
Sơn La,xã Chiềng Hặc,04078,xã,20.9898,104.433,18721,239.91
Sơn La,phường Chiềng An,03664,phường,21.3856,103.895,20322,149.08
Phú Thọ,xã Liên Châu,09064,xã,21.1800,105.567,35029,26.00
Sơn La,xã Mường É,03727,xã,21.4995,103.56,14858,139.91
Sơn La,xã Chiềng Hoa,03850,xã,21.4603,104.204,17644,296.48
Sơn La,xã Bình Thuận,03724,xã,21.5655,103.604,17128,121.78
Sơn La,phường Chiềng Cơi,03670,phường,21.2976,103.876,22694,93.56
Sơn La,xã Yên Sơn,04087,xã,21.0000,104.184,12614,116.62
Sơn La,xã Chiềng Khoong,04204,xã,20.9598,103.767,23222,253.87
Sơn La,phường Chiềng Sinh,03679,phường,21.3052,103.978,27099,68.40
Sơn La,xã Bó Sinh,04171,xã,21.2218,103.49,16461,153.83
Sơn La,xã Kim Bon,03961,xã,21.1046,104.588,9873,104.51
Sơn La,xã Mường Bang,03943,xã,21.1680,104.806,12831,270.15
Sơn La,phường Mộc Sơn,03979,phường,20.8044,104.648,15025,37.88
Sơn La,xã Muổi Nọi,03799,xã,21.2530,103.785,15633,128.70
Sơn La,xã Lóng Sập,04045,xã,20.7987,104.502,9629,211.30
Sơn La,xã Gia Phù,03922,xã,21.1914,104.561,21929,111.32
Sơn La,xã Chiềng Sơn,03985,xã,20.7156,104.651,14155,204.90
Sơn La,xã Xuân Nha,04057,xã,20.6658,104.756,10127,263.37
Sơn La,xã Yên Châu,04075,xã,21.0768,104.283,33061,246.55
Sơn La,phường Mộc Châu,03980,phường,20.8747,104.565,21087,167.62
Sơn La,xã Mường Bú,03847,xã,21.4155,104.051,25284,213.65
Sơn La,xã Mai Sơn,04105,xã,21.1465,104.168,52361,164.40
Sơn La,xã Lóng Phiêng,04096,xã,20.8865,104.386,11152,147.81
Sơn La,xã Mường Bám,03760,xã,21.3817,103.39,10731,76.16
Sơn La,xã Chiềng Sung,04108,xã,21.2962,104.106,14171,109.28
Sơn La,xã Chiềng Sơ,04195,xã,21.1463,103.597,17145,140.31
Sơn La,xã Bắc Yên,03856,xã,21.2069,104.439,21825,195.23
Sơn La,xã Co Mạ,03781,xã,21.3252,103.53,1456,214.28
Sơn La,xã Huổi Một,04210,xã,21.0371,103.634,12349,240.66
Sơn La,xã Mường Giôn,03694,xã,21.7730,103.675,16145,290.54
Sơn La,xã Long Hẹ,03763,xã,21.4304,103.499,8473,158.40
Sơn La,xã Mường Cơi,03907,xã,21.3150,104.74,19557,194.98
Sơn La,xã Mường Hung,04219,xã,20.9653,103.875,24613,226.09
Sơn La,xã Mường Chiên,03688,xã,21.9135,103.596,14028,382.20
Sơn La,xã Mường Sại,03712,xã,21.5940,103.741,9557,122.94
Sơn La,xã Phù Yên,03910,xã,21.2605,104.655,47299,117.98
Sơn La,xã Pắc Ngà,03871,xã,21.3231,104.22,13274,122.59
Sơn La,xã Phiêng Khoài,04099,xã,20.9546,104.281,12424,103.77
Sơn La,xã Nậm Lầu,03784,xã,21.3522,103.678,18095,247.63
Sơn La,xã Ngọc Chiến,03820,xã,21.6149,104.216,12021,212.19
Sơn La,xã Mường Lèo,04240,xã,20.8929,103.351,4277,375.76
Sơn La,xã Mường Khiêng,03757,xã,21.4878,103.879,2457,204.20
Sơn La,xã Phiêng Cằm,04144,xã,21.1240,103.843,14459,280.33
Sơn La,xã Mường Lầm,04183,xã,21.1067,103.449,15647,167.10
Sơn La,xã Mường La,03808,xã,21.5406,104.05,32712,341.86
Sơn La,xã Suối Tọ,03901,xã,21.3296,104.586,6343,177.49
Sơn La,xã Sông Mã,04168,xã,21.0923,103.733,26179,105.99
Sơn La,xã Sốp Cộp,04231,xã,20.8366,103.569,24086,466.95
Sơn La,xã Mường Lạn,04246,xã,20.7685,103.709,10901,264.89
Sơn La,xã Phiêng Pằn,04159,xã,21.0585,104.061,24685,320.65
Sơn La,xã Nậm Ty,04186,xã,21.2238,103.653,16679,201.89
Sơn La,xã Púng Bánh,04228,xã,21.0027,103.448,17264,364.64
Thái Nguyên,xã Ba Bể,01906,xã,22.4387,105.627,11773,148.08
Thái Nguyên,xã Yên Trạch,05620,xã,21.8466,105.718,23543,112.68
Sơn La,xã Quỳnh Nhai,03703,xã,21.6433,103.661,,30.55
Sơn La,xã Song Khủa,04006,xã,20.9154,104.913,15845,192.45
Sơn La,xã Tà Hộc,04136,xã,21.2380,104.192,13692,149.56
Sơn La,xã Đoàn Kết,04000,xã,20.9584,104.739,17938,240.66
Sơn La,xã Mường Chanh,04117,xã,21.2060,103.879,3894,65.48
Sơn La,xã Xím Vàng,03862,xã,21.3584,104.32,7596,232.35
Sơn La,phường Tô Hiệu,03646,phường,21.3273,103.921,51293,11.92
Sơn La,xã Tân Yên,03997,xã,20.9867,104.608,1838,192.79
Sơn La,phường Vân Sơn,04033,phường,20.8771,104.716,15917,39.61
Sơn La,xã Tô Múa,04018,xã,20.9151,104.822,14701,181.98
Thái Nguyên,xã Bằng Vân,01942,xã,22.5080,106.052,5643,133.01
Sơn La,xã Thuận Châu,03721,xã,21.4377,103.715,46958,132.83
Sơn La,xã Tân Phong,03970,xã,21.0862,104.733,6787,135.45
Sơn La,xã Vân Hồ,04048,xã,20.7914,104.94,24998,268.40
Sơn La,phường Thảo Nguyên,03982,phường,20.8479,104.684,22479,53.09
Sơn La,xã Tường Hạ,03958,xã,21.1461,104.676,14076,120.85
Sơn La,xã Tà Xùa,03868,xã,21.3119,104.47,11199,233.67
Sơn La,xã Tạ Khoa,03880,xã,21.1650,104.336,15522,191.88
Thái Nguyên,phường Bá Xuyên,05533,phường,21.4666,105.806,20065,21.13
Thái Nguyên,xã Bằng Thành,01864,xã,22.6576,105.671,13984,208.22
Thái Nguyên,xã Chợ Mới,02086,xã,21.8769,105.823,80832,50.43
Thái Nguyên,phường Bách Quang,05528,phường,21.4954,105.869,26668,35.02
Thái Nguyên,xã Bạch Thông,02014,xã,22.1255,105.719,8251,127.84
Thái Nguyên,xã Bình Yên,05587,xã,21.8597,105.573,16106,48.36
Thái Nguyên,phường Bắc Kạn,01843,phường,22.1085,105.86,25387,72.00
Thái Nguyên,xã Côn Minh,02185,xã,22.1037,106.025,6635,146.26
Thái Nguyên,xã Đại Từ,05830,xã,21.6069,105.615,27021,69.42
Thái Nguyên,xã Định Hóa,05569,xã,21.9019,105.6,22333,67.30
Thái Nguyên,xã Cẩm Giàng,02008,xã,22.1881,105.895,11342,110.79
Thái Nguyên,xã Đại Phúc,05488,xã,21.5765,105.71,3922,107.47
Thái Nguyên,xã Chợ Đồn,02020,xã,22.1731,105.595,16252,142.10
Thái Nguyên,xã Bình Thành,05605,xã,21.7878,105.571,32182,72.10
Thái Nguyên,xã Cao Minh,01879,xã,22.5405,105.645,12807,134.89
Thái Nguyên,xã Chợ Rã,01912,xã,22.4395,105.726,14507,92.81
Thái Nguyên,xã Cường Lợi,02152,xã,22.3151,106.173,5731,117.85
Thái Nguyên,xã Đồng Hỷ,05692,xã,21.6732,105.834,31012,53.72
Thái Nguyên,xã Điềm Thụy,05941,xã,21.4570,105.921,4186,42.03
Thái Nguyên,xã Dân Tiến,05755,xã,21.6767,106.163,1939,144.28
Thái Nguyên,xã Kha Sơn,05953,xã,21.4277,106.006,4224,37.85
Thái Nguyên,phường Đức Xuân,01840,phường,22.1658,105.85,2266,34.46
Thái Nguyên,xã Nghĩa Tá,02071,xã,22.0530,105.527,7787,166.89
Thái Nguyên,xã Đồng Phúc,01933,xã,22.3125,105.701,11722,199.11
Thái Nguyên,xã La Hiên,05740,xã,21.7416,105.948,12269,71.55
Thái Nguyên,phường Gia Sàng,05467,phường,21.5621,105.882,44094,25.47
Thái Nguyên,xã La Bằng,05818,xã,21.6225,105.561,18237,60.84
Thái Nguyên,xã Hợp Thành,05632,xã,21.7675,105.66,10828,41.20
Thái Nguyên,xã Kim Phượng,05551,xã,21.9669,105.626,11104,78.61
Thái Nguyên,xã Đức Lương,05776,xã,21.7381,105.61,13181,60.90
Thái Nguyên,xã Hiệp Lực,01960,xã,22.3273,105.968,7317,105.02
Thái Nguyên,xã Lam Vỹ,05542,xã,21.9979,105.691,8073,71.42
Thái Nguyên,xã Nà Phặc,01936,xã,22.4020,105.904,9231,101.18
Thái Nguyên,xã Phong Quang,01849,xã,22.2038,105.756,6144,153.46
Thái Nguyên,xã Phú Bình,05908,xã,21.4734,105.956,44845,44.18
Thái Nguyên,xã Phú Lương,05611,xã,21.7440,105.726,43914,112.39
Thái Nguyên,xã Phú Xuyên,05773,xã,21.6753,105.518,23053,64.58
Thái Nguyên,xã Phủ Thông,01969,xã,22.2673,105.851,1332,96.94
Thái Nguyên,xã Phú Thịnh,05800,xã,21.6880,105.573,21333,45.37
Thái Nguyên,phường Phổ Yên,05860,phường,21.4265,105.867,49162,40.70
Thái Nguyên,xã Nghiên Loan,01882,xã,22.5527,105.722,1104,130.33
Thái Nguyên,xã Nghinh Tường,05722,xã,21.8492,106.06,6554,160.73
Thái Nguyên,xã Ngân Sơn,01954,xã,22.4354,106,826,145.57
Thái Nguyên,xã Na Rì,02155,xã,22.2152,106.179,11494,112.73
Thái Nguyên,xã Phú Lạc,05788,xã,21.6838,105.652,21105,58.07
Thái Nguyên,xã Phượng Tiến,05563,xã,21.9243,105.709,13312,102.70
Thái Nguyên,xã Tân Khánh,05917,xã,21.5446,105.941,23724,48.31
Thái Nguyên,phường Sông Công,05518,phường,21.4579,105.849,21039,13.98
Thái Nguyên,xã Phú Đình,05602,xã,21.8089,105.528,11746,47.89
Thái Nguyên,xã Thần Sa,05725,xã,21.8287,105.924,601,146.08
Thái Nguyên,xã Quảng Bạch,02038,xã,22.2692,105.604,3815,75.22
Thái Nguyên,phường Quyết Thắng,05455,phường,21.5819,105.794,29933,24.43
Thái Nguyên,xã Tân Kỳ,02104,xã,22.0343,105.903,32974,116.50
Thái Nguyên,xã Quân Chu,05851,xã,21.4922,105.681,13096,79.38
Thái Nguyên,phường Quan Triều,05482,phường,21.6301,105.795,42292,24.72
Thái Nguyên,xã Tân Thành,05923,xã,21.5058,106.006,30611,64.80
Thái Nguyên,xã Thanh Thịnh,02107,xã,21.9635,105.821,8802,112.31
Thái Nguyên,xã Sảng Mộc,05719,xã,21.9018,106.004,3286,96.79
Thái Nguyên,phường Linh Sơn,05710,phường,21.6131,105.857,46733,39.28
Thái Nguyên,xã Nam Hòa,05707,xã,21.6498,105.993,16237,65.02
Thái Nguyên,xã Thanh Mai,02101,xã,22.0561,105.759,7406,111.08
Thái Nguyên,xã Nam Cường,02026,xã,22.3437,105.564,10793,149.65
Thái Nguyên,xã Quang Sơn,05674,xã,21.7349,105.878,10837,58.63
Thái Nguyên,xã Phúc Lộc,01894,xã,22.4712,105.825,28236,70.50
Thái Nguyên,phường Phúc Thuận,05857,phường,21.4522,105.765,29051,74.16
Thái Nguyên,phường Phan Đình Phùng,05443,phường,21.5887,105.834,111482,14.73
Thái Nguyên,xã Tân Cương,05503,xã,21.5194,105.787,25525,57.92
Thái Nguyên,xã Thành Công,05881,xã,21.3981,105.787,28281,43.45
Thái Nguyên,xã Tràng Xá,05746,xã,21.6888,106.063,14609,119.18
Thái Nguyên,phường Tích Lương,05500,phường,21.5431,105.851,55278,23.56
Thái Nguyên,phường Vạn Xuân,05890,phường,21.4111,105.897,6161,40.20
Thái Nguyên,xã Vĩnh Thông,01981,xã,22.2099,105.981,4631,129.55
Thái Nguyên,xã Thượng Minh,01921,xã,22.3536,105.812,1103,131.64
Thái Nguyên,xã Xuân Dương,02191,xã,22.0097,106.021,6621,206.70
Thái Nguyên,xã Văn Lang,02143,xã,22.2586,106.061,17949,54.06
Thái Nguyên,xã An Khánh,05809,xã,21.6277,105.722,20104,45.09
Thái Nguyên,xã Võ Nhai,05716,xã,21.7580,106.112,17509,99.78
