province,ward,code,type,lat,lon,population,area_km2
Hà Nội,phường Kiến Hưng,09552,phường,20.9549,105.78,70833,6.65
Hà Nội,phường Yên Nghĩa,09562,phường,20.9391,105.736,49643,13.18
Hà Nội,phường Xuân Đỉnh,00611,phường,21.0645,105.795,48658,5.46
Hà Nội,phường Long Biên,00145,phường,21.0197,105.896,62887,19.04
Hà Nội,phường Hoàng Mai,00331,phường,20.9746,105.862,98502,9.04
Hà Nội,phường Ba Đình,00004,phường,21.0386,105.838,65023,2.97
Hà Nội,phường Việt Hưng,00127,phường,21.0648,105.904,117410,12.91
Hà Nội,phường Ngọc Hà,00008,phường,21.0381,105.816,93536,2.68
Hà Nội,phường Dương Nội,09886,phường,20.9750,105.749,56091,7.90
Hà Nội,phường Nghĩa Đô,00160,phường,21.0451,105.794,125568,4.34
Hà Nội,phường Xuân Phương,00622,phường,21.0296,105.745,104947,10.81
Hà Nội,phường Yên Sở,00340,phường,20.9567,105.857,40948,5.62
Hà Nội,phường Định Công,00316,phường,20.9769,105.825,85502,5.34
Hà Nội,phường Yên Hòa,00175,phường,21.0139,105.796,77029,4.10
Hà Nội,phường Bồ Đề,00118,phường,21.0514,105.87,120028,12.94
Hà Nội,phường Thanh Xuân,00367,phường,20.9995,105.805,106316,3.24
Hà Nội,phường Ô Chợ Dừa,00190,phường,21.0243,105.826,71293,1.83
Hà Nội,phường Bạch Mai,00292,phường,21.0022,105.852,129571,2.95
Hà Nội,phường Hồng Hà,00097,phường,21.0567,105.845,123282,15.09
Hà Nội,phường Phương Liệt,00352,phường,20.9926,105.832,81977,3.20
Hà Nội,phường Cửa Nam,00082,phường,21.0226,105.851,52751,1.68
Hà Nội,phường Cầu Giấy,00166,phường,21.0309,105.788,74516,3.74
Hà Nội,phường Láng,00199,phường,21.0211,105.806,61135,1.88
Hà Nội,phường Đại Mỗ,00637,phường,20.9935,105.775,80462,8.10
Hà Nội,phường Hai Bà Trưng,00256,phường,21.0136,105.852,87801,2.65
Hà Nội,phường Kim Liên,00229,phường,21.0057,105.832,109107,2.46
Hà Nội,phường Lĩnh Nam,00328,phường,20.9656,105.89,20706,10.86
Hà Nội,phường Phú Diễn,00619,phường,21.0489,105.766,74603,6.29
Hà Nội,phường Phú Lương,09568,phường,20.9392,105.767,52024,9.40
Hà Nội,phường Vĩnh Tuy,00283,phường,20.9980,105.867,90583,2.33
Hà Nội,xã Đoài Phương,09616,xã,21.0682,105.486,39828,57.10
Hà Nội,phường Giảng Võ,00025,phường,21.0275,105.814,97034,2.60
Hà Nội,phường Đông Ngạc,00602,phường,21.0750,105.776,83544,8.85
Hà Nội,phường Phúc Lợi,00136,phường,21.0422,105.919,66790,10.41
Hà Nội,phường Từ Liêm,00592,phường,21.0204,105.771,119997,10.18
Hà Nội,phường Tây Tựu,00613,phường,21.0642,105.739,39436,7.54
Hà Nội,phường Tây Mỗ,00634,phường,21.0009,105.747,46894,5.56
Hà Nội,phường Hoàn Kiếm,00070,phường,21.0320,105.85,105301,1.91
Hà Nội,phường Tương Mai,00322,phường,20.9893,105.854,136292,3.56
Hà Nội,phường Khương Đình,00364,phường,20.9910,105.815,86286,3.10
Hà Nội,phường Tây Hồ,00103,phường,21.0580,105.82,100122,10.72
Hà Nội,phường Hoàng Liệt,00337,phường,20.9615,105.832,55820,4.04
Hà Nội,phường Thượng Cát,00598,phường,21.0866,105.75,24692,14.77
Hà Nội,phường Hà Đông,09556,phường,20.9734,105.778,185205,9.00
Hà Nội,phường Văn Miếu - Quốc Tử Giám,00226,phường,21.0199,105.837,105604,1.92
Hà Nội,phường Sơn Tây,09574,phường,21.1441,105.49,71301,23.08
Hà Nội,phường Phú Thượng,00091,phường,21.0860,105.802,39322,7.21
Hà Nội,phường Vĩnh Hưng,00301,phường,20.9906,105.883,67561,4.47
Hà Nội,phường Đống Đa,00235,phường,21.0119,105.822,81358,2.07
Hà Nội,phường Tùng Thiện,09604,phường,21.1212,105.458,42052,32.34
Hà Nội,xã Liên Minh,09787,xã,21.1277,105.646,23443,20.98
Hà Nội,xã Phúc Thịnh,00466,xã,21.1623,105.815,95951,42.63
Hà Nội,xã Vĩnh Thanh,00508,xã,21.1079,105.818,19291,37.37
Hà Nội,xã Yên Lãng,08980,xã,21.1721,105.662,18459,38.20
Hà Nội,xã An Khánh,09877,xã,20.9876,105.708,20104,45.09
Hà Nội,xã Gia Lâm,00565,xã,21.0020,105.949,20189,37.61
Hà Nội,xã Thuận An,00562,xã,21.0303,105.984,68292,29.67
Hà Nội,xã Sơn Đồng,09871,xã,21.0240,105.705,63267,21.57
Hà Nội,xã Hoài Đức,09832,xã,21.0620,105.705,69239,16.73
Hà Nội,xã Bát Tràng,00577,xã,20.9928,105.917,48987,20.67
Hà Nội,xã Quang Minh,08974,xã,21.1927,105.751,69623,32.17
Hà Nội,xã Cổ Đô,09634,xã,21.2688,105.397,70706,53.25
Hà Nội,xã Tiến Thắng,08995,xã,21.2030,105.692,64246,36.34
Hà Nội,xã Bất Bạt,09676,xã,21.1674,105.332,40066,56.43
Hà Nội,xã Phúc Sơn,10459,xã,20.7809,105.681,54084,49.31
Hà Nội,xã Mê Linh,09022,xã,21.1510,105.733,62197,34.97
Hà Nội,xã Minh Châu,09661,xã,21.2114,105.453,44358,39.68
Hà Nội,xã Suối Hai,09694,xã,21.1200,105.403,35201,51.56
Hà Nội,xã Quảng Bị,10072,xã,20.8730,105.703,62968,37.14
Hà Nội,xã Quảng Oai,09619,xã,21.1740,105.427,59001,49.26
Hà Nội,xã Vật Lại,09664,xã,21.2174,105.392,58579,51.75
Hà Nội,xã Ba Vì,09700,xã,21.0581,105.341,26651,81.27
Hà Nội,xã Xuân Mai,10045,xã,20.8731,105.593,67310,50.72
Hà Nội,phường Chương Mỹ,10015,phường,20.9248,105.699,87913,38.90
Hà Nội,xã Đan Phượng,09784,xã,21.0912,105.666,47629,15.30
Hà Nội,xã Đông Anh,00454,xã,21.1101,105.872,118183,48.68
Hà Nội,xã Hòa Phú,10096,xã,20.8239,105.735,49948,29.87
Hà Nội,xã Ô Diên,09817,xã,21.1095,105.704,97506,32.06
Hà Nội,xã Thư Lâm,00475,xã,21.1648,105.888,102580,43.84
Hà Nội,xã Trần Phú,10081,xã,20.8423,105.65,47528,44.36
Hà Nội,xã Thiên Lộc,00493,xã,21.1204,105.771,74597,27.96
Hà Nội,xã Yên Bài,09706,xã,21.0536,105.419,21416,68.19
Hà Nội,xã Phú Nghĩa,10030,xã,20.9182,105.642,71048,40.25
Hà Nội,xã Đại Xuyên,10342,xã,20.7006,105.949,74906,51.66
Hà Nội,xã Chuyên Mỹ,10330,xã,20.7162,105.884,44859,35.54
Hà Nội,xã Mỹ Đức,10441,xã,20.6460,105.692,60493,61.59
Hà Nội,xã Phù Đổng,00541,xã,21.0621,105.949,111484,41.62
Hà Nội,xã Hồng Sơn,10465,xã,20.7156,105.706,63130,54.38
Hà Nội,xã Kim Anh,00382,xã,21.2765,105.763,48564,52.80
Hà Nội,xã Phú Cát,09952,xã,20.9461,105.56,43339,51.21
Hà Nội,xã Phúc Thọ,09715,xã,21.1124,105.528,75425,39.66
Hà Nội,xã Phúc Lộc,09739,xã,21.1467,105.575,28236,70.50
Hà Nội,xã Dương Hòa,09856,xã,21.0489,105.673,58830,17.41
Hà Nội,xã Kiều Phú,09910,xã,20.9750,105.607,60885,34.49
Hà Nội,xã Hương Sơn,10489,xã,20.6192,105.763,31486,32.62
Hà Nội,xã Hát Môn,09772,xã,21.0897,105.623,72227,37.67
Hà Nội,xã Yên Xuân,04930,xã,20.9780,105.47,29375,78.01
Hà Nội,xã Quốc Oai,09895,xã,21.0114,105.649,63344,24.00
Hà Nội,xã Đại Thanh,00664,xã,20.9370,105.814,92557,18.92
Hà Nội,xã Phú Xuyên,10273,xã,20.7641,105.917,23053,64.58
Hải Phòng,phường Nhị Chiểu,10714,phường,21.0346,106.557,43799,39.28
Hải Phòng,phường Ái Quốc,10660,phường,20.9433,106.383,24736,17.60
Hải Phòng,phường Trần Hưng Đạo,10570,phường,21.1515,106.371,45657,9.32
Hải Phòng,xã Đường An,10972,xã,20.8725,106.171,34341,25.53
Hà Nội,xã Vân Đình,10354,xã,20.7209,105.789,60828,41.60
Hải Phòng,phường Phạm Sư Mạnh,10726,phường,21.0179,106.512,24919,22.34
Hà Nội,xã Hòa Xá,10417,xã,20.6673,105.79,69428,40.42
Hải Phòng,phường Nguyễn Đại Năng,10744,phường,20.9579,106.567,29083,17.40
Hà Nội,xã Dân Hòa,10180,xã,20.8094,105.792,62755,38.43
Hải Phòng,xã Thượng Hồng,10993,xã,20.8367,106.188,24584,24.01
Hà Nội,xã Ứng Thiên,10369,xã,20.7738,105.759,53962,38.40
Hà Nội,xã Thường Tín,10183,xã,20.8769,105.841,70739,28.29
Hà Nội,xã Nam Phù,00685,xã,20.9197,105.884,42772,13.74
Hà Nội,xã Hạ Bằng,09982,xã,21.0202,105.561,38721,32.14
Hà Nội,xã Trung Giã,00385,xã,21.3318,105.831,61315,77.52
Hải Phòng,phường Thành Đông,10507,phường,20.9594,106.325,50307,12.22
Hà Nội,xã Phượng Dực,10279,xã,20.7720,105.837,60281,44.69
Hà Nội,xã Hưng Đạo,00931,xã,20.9673,105.67,49357,24.90
Hải Phòng,phường Trần Liễu,10729,phường,20.9958,106.492,26696,23.87
Hải Phòng,phường Tân Hưng,10537,phường,20.9056,106.336,38794,14.18
Hà Nội,xã Thượng Phúc,10231,xã,20.8297,105.856,45464,28.91
Hải Phòng,phường Chí Linh,10546,phường,21.1031,106.319,31983,26.79
Hà Nội,xã Thanh Trì,00640,xã,20.9388,105.859,51393,9.94
Hà Nội,xã Hòa Lạc,09988,xã,21.0119,105.514,30864,41.11
Hải Phòng,xã Tuệ Tĩnh,10909,xã,20.9738,106.262,27202,17.78
Hải Phòng,xã Cẩm Giang,10888,xã,20.9687,106.21,34523,26.64
Hải Phòng,phường Lê Thanh Nghị,10532,phường,20.9303,106.312,81500,8.04
Hà Nội,xã Chương Dương,10237,xã,20.8354,105.901,59973,28.89
Hải Phòng,xã Nam An Phụ,10705,xã,21.0153,106.435,27841,25.90
Hải Phòng,phường Hải Dương,10525,phường,20.9410,106.344,51522,6.51
Hà Nội,xã Bình Minh,10126,xã,20.9040,105.762,83354,36.70
Hải Phòng,phường Nam Đồng,10837,phường,20.9219,106.355,24900,19.67
Hải Phòng,phường Lê Đại Hành,10603,phường,21.0518,106.397,24638,31.62
Hải Phòng,xã Nam Sách,10606,xã,20.9805,106.354,36758,19.75
Hải Phòng,xã Kim Thành,10804,xã,20.8850,106.514,42915,33.79
Hải Phòng,xã Trường Tân,11065,xã,20.8055,106.269,31736,24.56
Hà Nội,phường Thanh Liệt,00643,phường,20.9645,105.809,76238,6.44
Hà Nội,xã Sóc Sơn,00376,xã,21.2462,105.85,117876,68.24
Hà Nội,xã Hồng Vân,10210,xã,20.8797,105.888,58685,24.53
Hà Nội,xã Tam Hưng,10144,xã,20.8758,105.798,39087,29.45
Hà Nội,xã Ngọc Hồi,00679,xã,20.9123,105.837,43864,13.35
Hải Phòng,phường Trần Nhân Tông,10573,phường,21.1313,106.469,27053,39.97
Hải Phòng,phường Chu Văn An,10549,phường,21.0949,106.374,56251,40.86
Hà Nội,xã Thanh Oai,10114,xã,20.8465,105.767,54475,26.86
Hải Phòng,xã Việt Hòa,10543,xã,20.9480,106.254,31001,17.02
Hải Phòng,xã An Thành,10792,xã,20.9292,106.502,28785,23.66
Hà Nội,xã Đa Phúc,00430,xã,21.2506,105.901,83649,55.32
Hà Nội,xã Nội Bài,00433,xã,21.2303,105.785,70469,51.64
Hải Phòng,xã Lai Khê,10756,xã,20.9780,106.433,42875,30.07
Hải Phòng,xã Phú Thái,10750,xã,20.9594,106.505,46234,28.89
Hải Phòng,xã Tân An,11167,xã,20.7617,106.312,41922,40.61
Hải Phòng,xã Hà Đông,10882,xã,20.8357,106.473,33499,33.15
Hải Phòng,xã Hà Tây,10846,xã,20.8820,106.406,34187,24.41
Hải Phòng,xã Bắc Thanh Miện,11254,xã,20.7974,106.205,27227,25.27
Hải Phòng,xã Hải Hưng,11257,xã,20.8038,106.163,64918,39.89
Hải Phòng,xã Chí Minh,11131,xã,20.8078,106.462,35259,20.73
Hải Phòng,xã Khúc Thừa Dụ,11224,xã,20.7391,106.336,33784,28.79
Hải Phòng,xã Hà Bắc,10816,xã,20.9420,106.414,36429,26.29
Hải Phòng,phường An Hải,11617,phường,20.8441,106.634,77086,19.96
Hải Phòng,xã Trần Phú,10633,xã,21.0319,106.328,35937,24.99
Hải Phòng,xã Ninh Giang,11203,xã,20.7388,106.382,38745,23.69
Hải Phòng,xã Tứ Kỳ,11074,xã,20.8088,106.391,37792,30.86
Hải Phòng,phường Hưng Đạo,11689,phường,20.8016,106.683,37859,18.64
Hải Phòng,xã Hợp Tiến,10615,xã,21.0626,106.338,33086,43.11
Hải Phòng,phường Phù Liễn,11446,phường,20.7916,106.636,60733,18.46
Hải Phòng,xã Đại Sơn,11086,xã,20.8723,106.378,30616,22.99
Hải Phòng,phường Bạch Đằng,11473,phường,20.9698,106.725,51633,53.49
Hải Phòng,xã Thái Tân,10642,xã,20.9762,106.298,20334,20.73
Hải Phòng,phường Nam Triệu,11542,phường,20.9136,106.747,40224,29.51
Hải Phòng,phường Ngô Quyền,11329,phường,20.8660,106.704,88595,5.81
Hải Phòng,xã Thanh Hà,10813,xã,20.8854,106.439,36173,25.90
Hải Phòng,xã An Phú,10645,xã,21.0070,106.374,49051,34.70
Hải Phòng,xã Nguyễn Lương Bằng,11242,xã,20.8353,106.224,33838,21.78
Hải Phòng,xã Hồng Châu,11218,xã,20.7295,106.284,32742,29.59
Hải Phòng,xã Vĩnh Lại,11164,xã,20.7819,106.359,38963,26.15
Hải Phòng,xã Việt Khê,11503,xã,20.9951,106.592,37936,30.98
Hải Phòng,xã Hà Nam,10843,xã,20.9210,106.463,27800,27.78
Hải Phòng,phường Thiên Hương,11557,phường,20.9056,106.643,45140,21.10
Hải Phòng,xã Lạc Phượng,11140,xã,20.7763,106.452,28613,24.71
Hải Phòng,xã Thanh Miện,11239,xã,20.7742,106.24,45388,33.47
Hải Phòng,phường Kiến An,11443,phường,20.8220,106.646,67236,11.18
Hải Phòng,xã Nam Thanh Miện,11284,xã,20.7235,106.241,33230,23.99
Hải Phòng,phường Thủy Nguyên,11560,phường,20.8897,106.695,71731,45.34
Hải Phòng,xã Tân Kỳ,11113,xã,20.8232,106.344,32974,116.50
Hải Phòng,phường An Dương,11581,phường,20.8615,106.596,76879,31.23
Hải Phòng,phường Lưu Kiếm,11488,phường,20.9790,106.656,49376,42.17
Hải Phòng,xã Nguyên Giáp,11146,xã,20.7507,106.423,28127,27.21
Hải Phòng,phường Hồng An,11602,phường,20.9073,106.599,64771,27.64
Hải Phòng,phường Nam Đồ Sơn,11737,phường,20.7251,106.745,30372,21.00
Hải Phòng,phường Lê Ích Mộc,11506,phường,20.9523,106.616,51853,27.04
Hải Phòng,phường Đồ Sơn,11455,phường,20.7133,106.778,36494,25.54
Hải Phòng,phường Hòa Bình,11533,phường,20.9383,106.694,69318,0.98
Hải Phòng,phường An Biên,11407,phường,20.8256,106.677,116091,6.56
Hải Phòng,phường Hải An,11413,phường,20.8093,106.737,102648,39.99
Hải Phòng,phường Dương Kinh,11692,phường,20.7735,106.718,27339,27.96
Hải Phòng,phường Hồng Bàng,11311,phường,20.8712,106.656,113200,12.11
Hải Phòng,phường An Phong,11593,phường,20.8915,106.565,44660,27.92
Hải Phòng,phường Đông Hải,11411,phường,20.8210,106.773,50748,57.65
Hải Phòng,phường Lê Chân,11383,phường,20.8429,106.684,161051,5.65
Hải Phòng,phường Gia Viên,11359,phường,20.8476,106.697,102246,5.01
Hải Phòng,xã An Lão,11629,xã,20.8159,106.575,10703,103.87
Hải Phòng,xã An Trường,11635,xã,20.8404,106.529,45505,72.61
Hải Phòng,xã An Quang,11647,xã,20.8117,106.527,29091,21.40
Hải Phòng,xã An Khánh,11668,xã,20.7756,106.599,20104,45.09
Hải Phòng,xã An Hưng,11674,xã,20.7436,106.593,25535,20.23
Hải Phòng,đặc khu Bạch Long Vĩ,11948,,20.8340,106.507,686,3.07
Hải Phòng,đặc khu Cát Hải,11914,,20.8087,106.869,71211,286.98
Hải Phòng,xã Vĩnh Hải,11875,xã,20.6361,106.475,37574,32.21
Bắc Ninh,phường Yên Dũng,07681,phường,21.2011,106.21,44149,52.42
Hải Phòng,xã Tiên Minh,11791,xã,20.6954,106.603,36236,36.48
Bắc Ninh,xã Hoàng Vân,07822,xã,21.3882,105.982,52899,40.23
Hải Phòng,xã Quyết Thắng,11761,xã,20.7754,106.517,22746,59.66
Hải Phòng,xã Kiến Thụy,11680,xã,20.7589,106.655,3802,20.18
Hải Phòng,xã Vĩnh Thịnh,11836,xã,20.7168,106.475,10839,133.91
Bắc Ninh,phường Vân Hà,07798,phường,21.2483,106.059,58177,43.17
Hải Phòng,xã Nghi Dương,11713,xã,20.7269,106.63,25660,19.48
Bắc Ninh,xã Hợp Thịnh,07864,xã,21.3377,105.928,71714,49.27
Hải Phòng,xã Kiến Hải,11749,xã,20.7107,106.714,44862,31.86
Bắc Ninh,xã Đồng Việt,07735,xã,21.1622,106.297,26714,33.21
Hải Phòng,xã Hùng Thắng,11809,xã,20.6621,106.676,26877,43.59
Hải Phòng,xã Yết Kiêu,11020,xã,20.8746,106.262,33499,21.53
Hải Phòng,xã Chấn Hưng,11806,xã,20.6460,106.635,26092,32.11
Hà Nội,xã Thạch Thất,09955,xã,21.0791,105.559,57645,31.93
Hải Phòng,xã Gia Lộc,10999,xã,20.8345,106.291,46735,21.78
Hải Phòng,xã Gia Phúc,11050,xã,20.8713,106.311,46735,21.78
Hải Phòng,xã Vĩnh Bảo,11824,xã,20.6796,106.487,45332,30.60
Hải Phòng,xã Bình Giang,10966,xã,20.8840,106.222,18257,163.70
Hải Phòng,xã Kiến Hưng,11728,xã,20.7167,106.671,28044,21.02
Hải Phòng,phường Bắc An Phụ,10678,phường,21.0505,106.461,22780,26.10
Hải Phòng,xã Tân Minh,11779,xã,20.6914,106.547,22292,223.76
Hà Nội,xã Ứng Hòa,10402,xã,20.6888,105.848,6375,67.80
Hải Phòng,xã Tiên Lãng,11755,xã,20.7349,106.542,40446,27.89
Hải Phòng,phường Tứ Minh,10891,phường,20.9254,106.268,30416,14.77
Hải Phòng,phường Thạch Khôi,11002,phường,20.9010,106.297,34432,19.94
Hải Phòng,phường Nguyễn Trãi,10552,phường,21.1918,106.448,16098,76.28
Hải Phòng,xã Kẻ Sặt,10945,xã,20.9062,106.181,39554,24.67
Hải Phòng,phường Kinh Môn,10675,phường,20.9806,106.543,24948,11.47
Hà Nội,xã Tây Phương,10003,xã,21.0367,105.611,99874,31.10
Hải Phòng,xã Mao Điền,10930,xã,20.9312,106.213,43333,24.37
Hải Phòng,phường Vĩnh Hòa,11848,phường,20.6908,106.432,28176,21.66
Hải Phòng,xã Kiến Minh,11725,xã,20.7682,106.689,26181,16.32
Bắc Ninh,phường Tự Lạn,07774,phường,21.3075,106.059,4547,39.89
Bắc Ninh,phường Việt Yên,07777,phường,21.2955,106.119,5947,51.97
Bắc Ninh,phường Phượng Sơn,07612,phường,21.3557,106.506,41342,78.74
Bắc Ninh,xã Kép,07399,xã,21.4148,106.296,42576,58.65
Bắc Ninh,xã Tân Dĩnh,07432,xã,21.3019,106.27,35334,31.96
Bắc Ninh,xã Xuân Cẩm,07870,xã,21.2718,105.958,73763,54.32
Bắc Ninh,xã Mỹ Thái,07420,xã,21.3513,106.212,46469,46.63
Bắc Ninh,xã Đông Phú,07450,xã,21.3840,106.438,23733,77.05
Bắc Ninh,xã Kiên Lao,07552,xã,21.4409,106.522,18987,85.57
Bắc Ninh,phường Đa Mai,07228,phường,21.2995,106.169,51733,33.10
Hải Phòng,xã Vĩnh Thuận,11842,xã,20.7414,106.487,30511,95.46
Bắc Ninh,xã Bắc Lũng,07498,xã,21.2615,106.352,38118,53.72
Bắc Ninh,xã Tân Sơn,07531,xã,21.5732,106.616,18246,118.21
Bắc Ninh,xã Lạng Giang,07375,xã,21.3564,106.27,63413,55.41
Bắc Ninh,xã Biên Sơn,07537,xã,21.4706,106.749,16112,294.22
Bắc Ninh,xã Biển Động,07573,xã,21.3751,106.744,17198,57.70
Bắc Ninh,xã Lục Nam,07444,xã,21.3088,106.417,5805,58.91
Bắc Ninh,xã Tiên Lục,07381,xã,21.4174,106.216,5922,51.49
Hải Phòng,xã Nguyễn Bỉnh Khiêm,11911,xã,20.6622,106.563,24575,26.37
Bắc Ninh,phường Cảnh Thụy,07738,phường,21.1889,106.266,26928,27.73
Bắc Ninh,phường Tiền Phong,07696,phường,21.2374,106.183,36335,30.70
Bắc Ninh,phường Tân An,07682,phường,21.2403,106.294,85997,8.06
Bắc Ninh,xã Lục Sơn,07492,xã,21.2259,106.629,16499,125.98
Bắc Ninh,phường Bắc Giang,07210,phường,21.2849,106.215,122838,23.23
Bắc Ninh,xã Trường Sơn,07489,xã,21.2532,106.542,8484,935.96
Bắc Ninh,phường Nếnh,07795,phường,21.2338,106.123,55559,35.98
Hải Phòng,xã Vĩnh Am,11887,xã,20.6348,106.519,34562,27.34
Bắc Ninh,xã Nghĩa Phương,07486,xã,21.2703,106.461,2783,88.32
Bắc Ninh,xã Bảo Đài,07462,xã,21.3514,106.358,59169,83.02
Bắc Ninh,phường Tân Tiến,07699,phường,21.2594,106.243,34321,25.46
Bắc Ninh,xã Cẩm Lý,07519,xã,21.2099,106.366,20084,49.08
Bắc Ninh,xã Sa Lý,07534,xã,21.5371,106.774,6352,83.95
Bắc Ninh,xã Lục Ngạn,07582,xã,21.3848,106.678,42367,82.71
Bắc Ninh,xã Quang Trung,07333,xã,21.4248,106.056,5975,82.60
Bắc Ninh,xã Tân Yên,07339,xã,21.3653,106.127,1838,192.79
Bắc Ninh,xã Nam Dương,07603,xã,21.3146,106.587,16989,67.19
Bắc Ninh,xã Yên Định,07642,xã,21.3464,106.792,38596,29.42
Bắc Ninh,xã Tây Yên Tử,07616,xã,21.1956,106.766,10612,132.76
Bắc Ninh,xã Sơn Động,07615,xã,21.3265,106.847,24394,78.72
Bắc Ninh,xã An Lạc,07654,xã,21.3245,106.945,8331,134.15
Bắc Ninh,xã Vân Sơn,07621,xã,21.4007,106.94,9197,120.53
Bắc Ninh,xã Đồng Kỳ,07282,xã,21.5294,106.137,22833,61.44
Bắc Ninh,xã Đại Sơn,07627,xã,21.4075,106.835,30616,22.99
Bắc Ninh,xã Xuân Lương,07246,xã,21.5825,106.11,19226,99.67
Bắc Ninh,xã Bố Hạ,07294,xã,21.4684,106.258,27517,41.32
Bắc Ninh,phường Chũ,07525,phường,21.4041,106.586,58409,57.18
Bắc Ninh,xã Sơn Hải,07543,xã,21.5090,106.581,2789,4.31
Bắc Ninh,xã Yên Thế,07288,xã,21.4710,106.132,30651,43.67
Bắc Ninh,xã Đèo Gia,07594,xã,21.3146,106.675,1468,102.93
Bắc Ninh,xã Hiệp Hòa,07840,xã,21.3189,105.999,90443,62.18
Bắc Ninh,xã Dương Hưu,07672,xã,21.2329,106.912,12499,142.59
Bắc Ninh,xã Nhã Nam,07306,xã,21.4249,106.105,33127,34.43
Bắc Ninh,xã Phúc Hoà,07330,xã,21.3912,106.161,24998,32.69
Bắc Ninh,xã Ngọc Thiện,07351,xã,21.3660,106.059,56702,51.26
Bắc Ninh,phường Từ Sơn,09367,phường,21.0994,105.963,65697,20.31
Bắc Ninh,xã Tuấn Đạo,07663,xã,21.2754,106.769,6407,97.87
Bắc Ninh,phường Kinh Bắc,09187,phường,21.1993,106.058,84275,19.95
Bắc Ninh,phường Nam Sơn,09286,phường,21.1474,106.103,43511,18.53
Bắc Ninh,phường Quế Võ,09247,phường,21.1594,106.176,40194,23.51
Bắc Ninh,phường Phương Liễu,09265,phường,21.1591,106.13,42255,13.37
Bắc Ninh,xã Tam Tiến,07264,xã,21.5025,106.076,17639,60.34
Bắc Ninh,phường Trí Quả,09427,phường,21.0514,106.037,34574,19.95
Bắc Ninh,phường Hạp Lĩnh,09325,phường,21.1396,106.066,22630,12.65
Bắc Ninh,phường Đồng Nguyên,09385,phường,21.1304,105.962,46023,12.64
Bắc Ninh,phường Song Liễu,09433,phường,21.0163,106.027,31758,17.75
Bắc Ninh,phường Vũ Ninh,09169,phường,21.1931,106.093,45480,13.43
Bắc Ninh,phường Võ Cường,09190,phường,21.1647,106.039,67255,18.08
Bắc Ninh,phường Nhân Hòa,09253,phường,21.1905,106.139,30909,20.30
Bắc Ninh,phường Thuận Thành,09400,phường,21.0450,106.087,52318,26.58
Bắc Ninh,xã Chi Lăng,09313,xã,21.1042,106.121,23317,23.39
Bắc Ninh,phường Tam Sơn,09370,phường,21.1488,105.98,28562,14.11
Bắc Ninh,phường Ninh Xá,09445,phường,21.0113,106.08,22369,15.81
Bắc Ninh,phường Phù Khê,09379,phường,21.1395,105.933,50574,14.03
Bắc Ninh,xã Phù Lãng,09292,xã,21.1351,106.258,26964,28.15
Bắc Ninh,phường Mão Điền,09409,phường,21.0612,106.118,42785,19.50
Bắc Ninh,phường Bồng Lai,09295,phường,21.1212,106.168,25375,19.76
Bắc Ninh,phường Đào Viên,09301,phường,21.1274,106.216,34724,26.63
Bắc Ninh,phường Trạm Lộ,09430,phường,21.0019,106.119,21132,18.24
Bắc Ninh,xã Gia Bình,09454,xã,21.0500,106.181,42764,29.98
Bắc Ninh,xã Cao Đức,09466,xã,21.0926,106.276,16966,19.76
Bắc Ninh,xã Nhân Thắng,09475,xã,21.0796,106.24,26738,22.14
Bắc Ninh,xã Đại Lai,09469,xã,21.0893,106.212,19308,15.32
Bắc Ninh,xã Văn Môn,09238,xã,21.1762,105.938,37449,15.26
Hưng Yên,xã Ân Thi,12142,xã,20.8246,106.101,30582,24.39
Bắc Ninh,xã Đại Đồng,09340,xã,21.0955,106,84258,19.88
Hưng Yên,xã A Sào,12499,xã,20.6980,106.389,27967,20.46
Bắc Ninh,xã Tam Đa,09208,xã,21.2140,106.021,36730,20.52
Bắc Ninh,xã Tam Giang,09202,xã,21.2212,105.931,25590,14.93
Bắc Ninh,xã Phật Tích,09349,xã,21.0895,106.041,23960,16.83
Bắc Ninh,xã Yên Phong,09193,xã,21.1959,105.968,63489,115.98
Hưng Yên,xã Ái Quốc,13021,xã,20.3768,106.518,16704,14.98
Hưng Yên,xã Bắc Thụy Anh,12859,xã,20.6037,106.513,19194,17.38
Hưng Yên,xã Bình Thanh,13183,xã,20.3380,106.413,24517,22.37
Bắc Ninh,xã Lâm Thao,09529,xã,21.0049,106.168,32432,26.26
Hưng Yên,xã Bắc Đông Hưng,12694,xã,20.5738,106.406,23729,20.84
Bắc Ninh,xã Liên Bão,09334,xã,21.1195,106.038,34273,19.82
Hưng Yên,xã Bắc Thái Ninh,12916,xã,20.5141,106.493,17908,23.12
Hưng Yên,xã Bắc Tiên Hưng,12700,xã,20.5806,106.318,40641,28.03
Hưng Yên,xã Đồng Bằng,12526,xã,20.6351,106.397,25,20.04
Bắc Ninh,xã Trung Kênh,09499,xã,21.0439,106.278,38606,27.32
Bắc Ninh,xã Đông Cứu,09487,xã,21.0706,106.156,28528,20.39
Bắc Ninh,xã Trung Chính,09523,xã,21.0073,106.236,26960,27.64
Bắc Ninh,xã Tân Chi,09343,xã,21.1057,106.085,27812,18.11
Bắc Ninh,xã Yên Trung,09205,xã,21.2310,105.998,36329,18.34
Hưng Yên,xã Bắc Đông Quan,12745,xã,20.5359,106.389,25263,20.67
Bắc Ninh,xã Lương Tài,09496,xã,21.0411,106.223,31830,24.69
